Datum;Datum-x;BIP-Prognose;5%-Dezil;95%-Dezil;Delta-Dezil;BIP-Schnellmeldung (T+45);BIP-Detailmeldung (T+55);tmp;Volkswirtschaftliche Gesamtrechnungen;Umsätze;Umfragen;Revisionen;Produktion;International;Aufträge;Arbeitsmarkt
"08.05.2023";"08.05.";-0.087335348;-3.145795432;2.695577624;5.841373056;NaN;NaN;NaN;-0.021681596;-0.043932705;0;0.03939458;-0.015180594;-0.022237171;-0.024139261;0.019448224
"24.05.2023";"24.05.";-0.810734297;-3.744028236;2.060952412;5.804980648;NaN;NaN;NaN;0;0.000190463;-0.643748651;-0.079840322;0;0;0;0
"25.05.2023";"25.05.";-0.814456605;-3.75066811;1.946025946;5.696694056;NaN;NaN;NaN;0;0;0;-0.008228193;0;0.004505576;0;0
"07.06.2023";"07.06.";-0.716353698;-3.556561593;1.923399457;5.47996105;NaN;NaN;NaN;0;0.058347238;0;0.006357945;-0.018929255;0.020710184;0.015151127;0.01646567
"26.06.2023";"26.06.";-0.914695101;-3.695578839;1.768178895;5.463757734;NaN;NaN;NaN;0;0.003310099;-0.235030552;-0.018211277;0;0.051590284;0;0
"07.07.2023";"07.07.";0.308458428;-2.059127575;2.947444255;5.00657183;NaN;NaN;NaN;0;0.718974818;0;-0.069430582;0.112634393;0.073717408;0.355146167;0.032111513
"25.07.2023";"25.07.";-0.062173517;-2.397947264;2.229087962;4.627035226;NaN;NaN;NaN;0;0.080627113;-0.381478689;-0.012875301;0;-0.056904972;0;0
"07.08.2023";"07.08.";0.137726528;-2.280948643;2.296922289;4.577870932;NaN;NaN;NaN;-0.032881638;0.025199071;0;0.065724259;-0.011272343;0.000786857;0.128968329;0.023375373
"25.08.2023";"25.08.";-0.106812052;-2.392652984;2.210851154;4.603504138;NaN;NaN;NaN;0;-0.012293419;-0.220747556;-0.011497334;0;0;0;0
"07.09.2023";"07.09.";-0.474503149;-2.273335137;1.385143998;3.658479135;NaN;NaN;NaN;0;-0.022268288;0;0.07823529;-0.054101568;-0.02091797;-0.346796303;-0.00184229
"25.09.2023";"25.09.";-0.539388567;-2.392065792;1.31943039;3.711496182;NaN;NaN;NaN;0;-0.018571611;-0.074211613;0.027897861;0;0;0;0
"09.10.2023";"09.10.";-0.330122717;-2.062277472;1.456631185;3.518908657;NaN;NaN;NaN;0;0.050916474;0;0.052083425;0.015499606;-0.000450567;0.066794361;0.024422843
"25.10.2023";"25.10.";-0.383419286;-2.037460377;1.3987571;3.436217476;-0.074088;-0.129618;NaN;0;-0.005012875;-0.029233929;-0.019049673;0;0;0;0
