Datum;Datum-x;BIP-Prognose;5%-Dezil;95%-Dezil;Delta-Dezil;BIP-Schnellmeldung (T+45);BIP-Detailmeldung (T+55);tmp;Volkswirtschaftliche Gesamtrechnungen;Umsätze;Umfragen;Revisionen;Produktion;International;Aufträge;Arbeitsmarkt
"24.02.2020";"24.02.";0.383739954;-1.186864813;2.073832812;3.260697624;NaN;NaN;NaN;0.000665342;0;0.078020097;0.019953239;0;0;0;0
"25.02.2020";"25.02.";0.374470502;-1.252144823;2.202318349;3.454463171;NaN;NaN;NaN;0;-6.92161e-05;0;-0.009200154;0;0;0;0
"09.03.2020";"09.03.";0.61956847;-1.034604142;2.254842168;3.28944631;NaN;NaN;NaN;0;0.116755295;0;-0.007021747;0.071823676;-0.007062954;0.067572656;0.003031093
"25.03.2020";"25.03.";-0.940325111;-2.567176374;0.734328974;3.301505348;NaN;NaN;NaN;0;0.002919815;-1.591160418;0.028347215;0;0;0;0
"09.04.2020";"09.04.";-0.814915195;-2.646598318;0.672576551;3.319174869;NaN;NaN;NaN;0;0.117240892;0;-0.022834736;0.075122667;-0.098509872;0.060952149;-0.006560698
"24.04.2020";"24.04.";-1.600507607;-3.223113277;-0.129172393;3.093940884;NaN;NaN;NaN;0;-0.002849325;-1.153169301;0.370426653;0;0;0;0
"08.05.2020";"08.05.";-4.46179278;-6.788434361;-2.414416374;4.374017987;NaN;NaN;NaN;0;-1.221249351;0;0.019205689;-0.36096933;-0.249001111;-0.643262407;-0.406008136
"25.05.2020";"25.05.";-3.965793872;-5.51007836;-1.942295791;3.567782569;NaN;NaN;NaN;0.083271863;-0.380869891;0.413200537;0.380396302;0;0;0;0
"09.06.2020";"09.06.";-7.827855529;-9.358904696;-5.683332447;3.675572249;NaN;NaN;NaN;0;-1.882479126;0;0.182529561;-0.801969434;-0.328530514;-1.005647844;-0.025963374
"24.06.2020";"24.06.";-7.451780981;-8.901553706;-5.399018212;3.502535494;NaN;NaN;NaN;0;-0.211980837;0.291570578;0.47141659;0;-0.174928929;0;0
"09.07.2020";"09.07.";-6.256100581;-7.65415697;-4.147811844;3.506345126;NaN;NaN;NaN;0;0.52032426;0;-0.016281707;0.220391122;0.157750252;0.295334249;0.018163422
"27.07.2020";"27.07.";-6.207167525;-7.550745013;-4.226053881;3.324691132;-10.0916;-9.69095765;NaN;0;0.01229975;0.015855118;0.013521293;0;0.007257625;0;0
