"";24.05.2005;23.08.2005;22.11.2005;22.02.2006;23.05.2006;24.08.2006;23.11.2006;22.02.2007;24.05.2007;23.08.2007;22.11.2007;26.02.2008;27.05.2008;26.08.2008;25.11.2008;25.02.2009;26.05.2009;25.08.2009;24.11.2009;24.02.2010;21.05.2010;24.08.2010;23.11.2010;24.02.2011;24.05.2011;01.09.2011;24.11.2011;24.02.2012;24.05.2012;23.08.2012;23.11.2012;22.02.2013;24.05.2013;23.08.2013;22.11.2013;25.02.2014;23.05.2014;01.09.2014;25.11.2014;24.02.2015;22.05.2015;25.08.2015;24.11.2015;23.02.2016;24.05.2016;24.08.2016;24.11.2016;23.02.2017;23.05.2017;25.08.2017;23.11.2017;23.02.2018;24.05.2018;24.08.2018;23.11.2018;22.02.2019;23.05.2019;27.08.2019;22.11.2019;25.02.2020;25.05.2020;25.08.2020;24.11.2020;24.02.2021;25.05.2021;24.08.2021;25.11.2021;25.02.2022;25.05.2022;25.08.2022;25.11.2022;24.02.2023;25.05.2023;25.08.2023;12.10.2023;24.11.2023;23.02.2024;24.05.2024;30.08.2024;22.11.2024;25.02.2025;23.05.2025;22.08.2025;25.11.2025
2017-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;112,33;112,56;112,57;112,58;113,29;113,29;113,29;113,26;104,45;104,45;104,45;104,45;104,57;104,57;104,57;104,57;104,72;104,71;104,71;104,71;104,68;104,68;104,65;104,68;104,79;104,79;104,79;104,79;104,79;102,20;102,19;102,19;102,18;102,19;102,19
2017-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113,67;113,57;113,59;114,08;114,07;114,07;114,09;105,51;105,51;105,51;105,51;105,73;105,73;105,73;105,73;105,82;105,82;105,82;105,86;105,87;105,87;105,87;105,84;105,74;105,74;105,76;105,76;105,75;103,19;103,20;103,19;103,19;103,26;103,26
2017-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114,27;114,28;114,68;114,67;114,67;114,69;106,24;106,24;106,24;106,24;106,55;106,55;106,55;106,55;106,67;106,67;106,68;106,65;106,66;106,66;106,69;106,70;106,71;106,71;106,71;106,71;106,71;104,06;104,06;104,06;104,07;104,13;104,13
2018-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114,56;115,11;115,11;115,11;115,07;106,29;106,29;106,29;106,29;106,25;106,25;106,25;106,25;106,19;106,19;106,19;106,18;106,04;106,04;106,04;105,99;105,98;105,98;105,97;105,97;105,97;103,66;103,66;103,66;103,68;103,66;103,67
2018-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115,47;115,45;115,46;115,40;106,58;106,58;106,58;106,58;106,67;106,67;106,67;106,67;106,63;106,63;106,62;106,62;106,47;106,47;106,43;106,47;106,63;106,63;106,62;106,62;106,62;104,21;104,20;104,19;104,18;104,21;104,20
2018-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115,28;115,32;115,31;106,56;106,56;106,56;106,56;106,43;106,43;106,43;106,43;106,19;106,20;106,19;106,24;105,91;105,91;105,92;105,87;105,77;105,77;105,79;105,79;105,78;103,55;103,56;103,55;103,54;103,65;103,65
2018-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115,34;115,37;106,77;106,77;106,76;106,76;106,79;106,79;106,79;106,79;106,66;106,66;106,68;106,64;106,65;106,65;106,68;106,73;106,71;106,71;106,71;106,71;106,72;104,23;104,23;104,25;104,25;104,34;104,35
2019-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115,83;107,23;107,25;107,27;107,24;107,35;107,35;107,35;107,35;107,91;107,90;107,91;107,89;107,41;107,41;107,41;107,32;107,28;107,28;107,28;107,28;107,27;104,64;104,64;104,63;104,65;104,64;104,65
2019-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106,91;106,90;106,93;106,90;106,77;106,77;106,77;106,77;107,21;107,21;107,19;107,19;106,88;106,88;106,83;106,89;107,11;107,11;107,10;107,10;107,09;104,58;104,57;104,55;104,53;104,54;104,54
2019-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106,83;107,00;107,05;107,01;107,01;107,01;107,01;107,47;107,48;107,46;107,52;107,15;107,15;107,16;107,09;107,06;107,06;107,07;107,07;107,07;104,83;104,85;104,82;104,81;104,93;104,93
2019-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,13;107,01;107,04;107,04;107,04;107,04;107,45;107,46;107,48;107,44;107,31;107,31;107,35;107,45;107,41;107,41;107,41;107,41;107,43;104,68;104,68;104,74;104,75;104,76;104,77
2020-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104,87;105,21;105,47;105,36;105,37;106,10;106,09;106,10;106,07;106,43;106,43;106,42;106,29;105,79;105,79;105,78;105,78;105,77;103,02;103,02;102,98;102,99;102,95;102,95
2020-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,76;94,47;94,54;94,55;94,51;94,51;94,49;94,49;95,24;95,24;95,18;95,26;95,35;95,35;95,34;95,34;95,33;93,12;93,11;93,08;93,06;93,06;93,06
2020-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102,01;102,17;102,40;103,21;103,21;103,20;103,25;104,33;104,33;104,35;104,26;104,12;104,12;104,14;104,14;104,13;101,11;101,13;101,10;101,08;101,11;101,11
2020-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101,96;102,93;103,63;103,64;103,66;103,64;104,42;104,42;104,47;104,61;104,50;104,50;104,50;104,50;104,53;101,84;101,84;101,94;101,97;102,00;102,00
2021-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102,06;102,55;102,48;102,70;102,67;103,83;103,83;103,82;103,65;103,92;103,92;103,90;103,90;103,88;101,23;101,23;101,18;101,17;101,54;101,54
2021-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103,53;103,94;104,32;104,32;105,00;105,00;104,93;105,03;105,75;105,75;105,74;105,74;105,73;103,41;103,39;103,35;103,31;103,49;103,49
2021-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,93;106,62;106,68;106,68;106,69;106,70;106,59;106,78;106,78;106,80;106,80;106,79;104,57;104,60;104,55;104,53;104,79;104,79
2021-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,64;105,34;105,62;105,62;105,68;105,86;106,62;106,62;106,62;106,62;106,66;104,82;104,82;104,96;105,02;105,30;105,30
2022-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106,13;107,32;107,29;107,29;107,28;107,24;107,24;107,22;107,22;107,18;105,35;105,34;105,28;105,24;105,92;105,91
2022-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,03;106,68;106,60;106,68;107,55;107,55;107,53;107,53;107,52;105,00;104,98;104,92;104,88;105,75;105,76
2022-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108,22;108,32;108,14;108,24;108,24;108,27;108,27;108,26;105,83;105,86;105,78;105,77;106,36;106,36
2022-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106,82;106,99;107,60;107,60;107,60;107,60;107,65;105,43;105,42;105,62;105,71;106,44;106,44
2023-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,90;107,83;107,83;107,92;107,95;108,09;105,95;105,94;105,72;105,67;106,03;106,02
2023-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,29;107,29;107,75;107,93;108,01;105,79;105,77;105,57;105,53;105,26;105,27
2023-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,88;107,92;108,16;105,76;105,81;105,62;105,61;105,45;105,45
2023-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,51;107,64;106,38;106,38;106,55;106,67;106,41;106,40
2024-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,95;106,38;106,25;106,16;106,13;105,60;105,59
2024-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106,23;105,70;105,84;105,80;105,43;105,44
2024-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,49;105,38;105,40;105,04;105,04
2024-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,04;105,12;104,75;104,75
2025-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,72;105,34;105,29
2025-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,13;105,19
2025-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,26
