"";24.05.2005;23.08.2005;22.11.2005;22.02.2006;23.05.2006;24.08.2006;23.11.2006;22.02.2007;24.05.2007;23.08.2007;22.11.2007;26.02.2008;27.05.2008;26.08.2008;25.11.2008;25.02.2009;26.05.2009;25.08.2009;24.11.2009;24.02.2010;21.05.2010;24.08.2010;23.11.2010;24.02.2011;24.05.2011;01.09.2011;24.11.2011;24.02.2012;24.05.2012;23.08.2012;23.11.2012;22.02.2013;24.05.2013;23.08.2013;22.11.2013;25.02.2014;23.05.2014;01.09.2014;25.11.2014;24.02.2015;22.05.2015;25.08.2015;24.11.2015;23.02.2016;24.05.2016;24.08.2016;24.11.2016;23.02.2017;23.05.2017;25.08.2017;23.11.2017;23.02.2018;24.05.2018;24.08.2018;23.11.2018;22.02.2019;23.05.2019;27.08.2019;22.11.2019;25.02.2020;25.05.2020;25.08.2020;24.11.2020;24.02.2021;25.05.2021;24.08.2021;25.11.2021;25.02.2022;25.05.2022;25.08.2022;25.11.2022;24.02.2023;25.05.2023;25.08.2023;12.10.2023;24.11.2023;23.02.2024;24.05.2024;30.08.2024;22.11.2024;25.02.2025;23.05.2025;22.08.2025;25.11.2025
2004-Q2;109,92;110,70;110,70;110,70;110,70;110,78;110,78;110,78;110,78;111,53;111,53;111,53;111,61;111,59;111,59;111,59;111,59;111,63;111,63;111,63;111,63;111,39;111,42;111,42;111,35;93,25;93,02;93,02;93,02;93,03;93,03;93,03;93,03;92,90;92,90;92,90;92,90;75,87;75,87;75,87;75,87;75,88;75,88;75,88;75,88;75,87;75,87;75,87;75,86;75,89;75,89;75,89;75,89;75,90;75,91;75,91;75,91;62,42;62,42;62,42;62,42;62,44;62,44;62,44;62,44;62,43;62,43;62,43;62,43;62,44;62,44;62,43;62,42;62,44;62,44;62,44;62,44;62,44;60,93;60,93;60,93;60,93;60,92;60,93
2004-Q3;112,93;113,33;113,33;113,33;113,33;113,19;113,19;113,19;113,19;113,83;113,83;113,83;113,69;113,86;113,86;113,86;113,86;113,84;113,84;113,84;113,84;113,85;113,82;113,82;113,86;95,23;95,00;95,00;95,00;95,02;95,02;95,02;95,02;95,05;95,05;95,05;95,05;77,47;77,47;77,47;77,47;77,48;77,48;77,48;77,48;77,49;77,49;77,49;77,49;77,49;77,49;77,49;77,49;77,47;77,47;77,47;77,47;63,75;63,75;63,75;63,75;63,77;63,77;63,77;63,77;63,78;63,78;63,78;63,78;63,78;63,78;63,78;63,77;63,78;63,78;63,78;63,78;63,78;62,12;62,12;62,12;62,12;62,09;62,09
2004-Q4;113,10;113,91;113,91;113,91;113,91;114,98;114,98;114,98;114,98;114,99;114,99;114,99;115,16;115,06;115,06;115,06;115,06;115,15;115,15;115,15;115,15;115,25;115,23;115,23;115,29;96,49;96,25;96,25;96,25;96,34;96,34;96,34;96,34;96,32;96,32;96,32;96,32;77,79;77,79;77,79;77,79;77,80;77,80;77,81;77,81;77,77;77,77;77,77;77,80;77,75;77,75;77,75;77,75;77,73;77,72;77,72;77,72;64,00;64,00;64,00;64,00;64,03;64,03;64,03;64,03;64,04;64,04;64,04;64,04;64,04;64,04;64,04;64,03;64,05;64,05;64,05;64,05;64,05;62,33;62,33;62,33;62,33;62,25;62,24
2005-Q1;111,56;113,22;112,62;112,65;112,65;113,76;113,76;113,76;113,76;113,29;113,29;113,29;113,12;113,09;113,09;113,09;113,09;113,08;113,08;113,08;113,08;113,13;113,15;113,15;113,13;94,29;94,06;94,06;94,06;94,01;94,01;94,01;94,01;94,02;94,02;94,02;94,02;76,35;76,35;76,35;76,35;76,36;76,36;76,35;76,35;76,37;76,37;76,37;76,36;76,40;76,40;76,40;76,40;76,42;76,41;76,41;76,41;62,91;62,91;62,91;62,91;62,90;62,90;62,90;62,90;62,91;62,91;62,91;62,91;62,90;62,91;62,91;62,94;62,95;62,95;62,95;62,95;62,95;61,33;61,33;61,33;61,33;61,32;61,33
2005-Q2;;115,81;115,23;115,07;115,07;117,89;117,89;117,89;117,89;118,61;118,61;118,61;118,69;118,71;118,71;118,71;118,71;118,99;118,99;118,99;118,99;118,60;118,65;118,65;118,56;98,76;98,52;98,52;98,52;98,51;98,51;98,51;98,51;98,31;98,31;98,31;98,31;80,06;80,06;80,06;80,07;80,04;80,04;80,04;80,04;80,04;80,04;80,04;80,03;80,02;80,02;80,02;80,02;80,01;80,02;80,02;80,02;65,98;65,98;65,98;65,98;66,04;66,04;66,04;66,04;66,02;66,02;66,02;66,02;65,99;65,99;65,99;65,98;66,00;66,00;66,01;66,01;66,01;64,41;64,41;64,41;64,41;64,39;64,39
2005-Q3;;;120,31;121,09;121,09;121,98;121,98;121,98;121,98;122,37;122,37;122,37;122,23;122,04;122,04;122,04;122,04;122,12;122,12;122,12;122,12;122,09;122,03;122,03;122,07;101,51;101,26;101,26;101,26;101,28;101,28;101,28;101,28;101,29;101,29;101,29;101,29;81,99;81,99;81,99;81,99;81,99;81,99;81,99;81,99;81,99;81,99;81,99;82,00;81,99;81,99;81,99;81,99;81,98;81,97;81,97;81,97;67,64;67,64;67,64;67,64;67,66;67,66;67,66;67,66;67,67;67,67;67,67;67,67;67,68;67,68;67,68;67,67;67,69;67,69;67,68;67,68;67,68;66,10;66,10;66,10;66,10;66,08;66,09
2005-Q4;;;;122,45;122,45;124,07;124,07;124,07;124,07;125,56;125,56;125,56;125,79;125,42;125,42;125,42;125,42;125,67;125,67;125,67;125,67;125,97;125,95;125,95;126,04;105,44;105,19;105,19;105,19;105,28;105,28;105,28;105,28;105,34;105,34;105,34;105,34;85,50;85,50;85,50;85,50;85,49;85,49;85,49;85,49;85,48;85,48;85,48;85,50;85,46;85,46;85,46;85,46;85,44;85,44;85,44;85,44;70,46;70,46;70,46;70,46;70,47;70,47;70,47;70,47;70,49;70,49;70,49;70,49;70,51;70,51;70,50;70,49;70,50;70,50;70,50;70,50;70,50;68,60;68,60;68,60;68,60;68,54;68,51
2006-Q1;;;;;127,98;129,71;129,74;129,63;131,29;130,30;130,30;130,30;130,07;130,19;130,19;130,19;130,19;130,45;130,45;130,45;130,45;130,38;130,40;130,40;130,36;108,66;108,40;108,40;108,40;108,37;108,37;108,37;108,37;108,20;108,20;108,20;108,20;87,70;87,70;87,70;87,69;87,66;87,66;87,66;87,66;87,66;87,66;87,66;87,65;87,63;87,63;87,63;87,63;87,62;87,62;87,62;87,62;72,25;72,25;72,25;72,25;72,30;72,30;72,30;72,30;72,27;72,27;72,27;72,27;72,24;72,24;72,26;72,27;72,29;72,29;72,29;72,29;72,29;70,25;70,25;70,25;70,25;70,22;70,23
2006-Q2;;;;;;130,40;130,81;130,11;130,51;131,23;131,23;131,23;131,33;132,41;132,41;132,41;132,41;132,95;132,95;132,95;132,95;132,59;132,70;132,70;132,57;110,56;110,29;110,29;110,29;110,28;110,28;110,28;110,28;110,22;110,22;110,22;110,22;88,96;88,96;88,96;88,96;88,97;88,97;88,97;88,97;88,98;88,98;88,98;88,97;89,02;89,02;89,02;89,02;89,02;89,02;89,02;89,02;73,34;73,34;73,34;73,34;73,35;73,35;73,35;73,35;73,37;73,37;73,37;73,37;73,40;73,40;73,39;73,38;73,39;73,39;73,40;73,40;73,40;71,32;71,32;71,32;71,32;71,30;71,30
2006-Q3;;;;;;;135,58;135,26;135,69;135,88;135,88;135,88;135,71;135,90;135,90;135,90;135,90;135,86;135,86;135,86;135,86;135,76;135,64;135,64;135,68;112,85;112,58;112,58;112,58;112,54;112,54;112,54;112,54;112,60;112,60;112,60;112,60;90,59;90,59;90,59;90,60;90,62;90,62;90,62;90,62;90,65;90,65;90,65;90,65;90,66;90,66;90,66;90,66;90,66;90,65;90,65;90,65;74,79;74,79;74,79;74,79;74,80;74,80;74,80;74,80;74,81;74,81;74,81;74,81;74,84;74,84;74,84;74,83;74,83;74,83;74,83;74,83;74,83;72,63;72,63;72,63;72,63;72,61;72,62
2006-Q4;;;;;;;;137,40;137,13;137,68;137,68;137,68;137,98;139,09;139,09;139,09;139,09;139,31;139,31;139,31;139,31;139,85;139,83;139,83;139,96;116,57;116,29;116,29;116,29;116,42;116,42;116,42;116,42;116,56;116,56;116,56;116,56;93,82;93,82;93,82;93,82;93,81;93,81;93,82;93,82;93,81;93,81;93,81;93,81;93,81;93,81;93,81;93,81;93,81;93,80;93,80;93,80;77,37;77,37;77,37;77,37;77,36;77,36;77,36;77,36;77,40;77,40;77,40;77,40;77,42;77,42;77,42;77,41;77,41;77,41;77,40;77,40;77,40;74,96;74,96;74,96;74,96;74,89;74,87
2007-Q1;;;;;;;;;142,15;140,59;140,88;140,45;140,15;140,14;140,14;140,14;140,14;140,17;140,17;140,17;140,17;139,88;139,89;139,89;139,85;117,32;117,04;117,04;117,04;117,01;117,01;117,01;117,01;116,79;116,79;116,79;116,79;94,90;94,90;94,90;94,87;94,84;94,84;94,84;94,84;94,84;94,84;94,84;94,84;94,83;94,83;94,83;94,83;94,83;94,83;94,83;94,83;78,09;78,09;78,09;78,09;78,13;78,13;78,13;78,13;78,11;78,11;78,11;78,11;78,09;78,09;78,10;78,12;78,14;78,14;78,14;78,14;78,14;75,67;75,67;75,67;75,67;75,63;75,64
2007-Q2;;;;;;;;;;139,33;138,37;137,70;137,83;139,49;139,49;139,49;139,49;139,63;139,63;139,63;139,63;139,61;139,79;139,79;139,61;116,86;116,58;116,58;116,58;116,60;116,60;116,60;116,60;116,57;116,57;116,57;116,57;95,16;95,16;95,16;95,16;95,17;95,17;95,17;95,17;95,18;95,18;95,18;95,18;95,24;95,24;95,24;95,24;95,23;95,23;95,23;95,23;78,44;78,44;78,44;78,44;78,45;78,45;78,45;78,45;78,46;78,46;78,46;78,46;78,50;78,50;78,49;78,47;78,48;78,48;78,48;78,48;78,48;76,06;76,06;76,06;76,06;76,06;76,06
2007-Q3;;;;;;;;;;;143,83;142,07;141,88;143,26;143,26;143,26;143,26;142,88;142,88;142,88;142,88;143,09;142,92;142,92;142,96;119,38;119,09;119,09;119,09;118,97;118,97;118,97;118,97;119,03;119,03;119,03;119,03;97,05;97,05;97,05;97,07;97,10;97,10;97,10;97,10;97,12;97,12;97,12;97,12;97,15;97,15;97,15;97,15;97,15;97,14;97,14;97,14;80,15;80,15;80,15;80,15;80,16;80,16;80,16;80,16;80,18;80,18;80,18;80,18;80,21;80,21;80,21;80,20;80,20;80,20;80,20;80,20;80,20;77,73;77,73;77,73;77,73;77,70;77,71
2007-Q4;;;;;;;;;;;;141,83;142,20;142,84;142,84;142,84;142,84;142,95;142,95;142,95;142,95;144,15;144,14;144,14;144,33;120,25;119,96;119,96;119,96;120,12;120,12;120,12;120,12;120,37;120,37;120,37;120,37;97,42;97,42;97,42;97,41;97,42;97,42;97,42;97,42;97,42;97,42;97,42;97,42;97,42;97,42;97,42;97,42;97,43;97,43;97,43;97,43;80,39;80,39;80,39;80,39;80,37;80,37;80,37;80,37;80,41;80,41;80,41;80,41;80,46;80,46;80,45;80,45;80,44;80,44;80,44;80,44;80,44;77,77;77,77;77,77;77,77;77,70;77,69
2008-Q1;;;;;;;;;;;;;147,16;147,34;147,23;146,42;147,47;147,67;147,67;147,67;147,67;146,87;146,87;146,87;146,82;123,07;122,77;122,77;122,77;122,82;122,82;122,82;122,82;122,66;122,66;122,66;122,66;98,63;98,63;98,63;98,60;98,59;98,59;98,59;98,59;98,59;98,59;98,59;98,59;98,65;98,65;98,65;98,65;98,65;98,65;98,65;98,65;81,28;81,28;81,28;81,28;81,27;81,27;81,27;81,27;81,28;81,28;81,28;81,28;81,30;81,30;81,31;81,33;81,34;81,34;81,34;81,34;81,34;78,28;78,28;78,28;78,28;78,26;78,27
2008-Q2;;;;;;;;;;;;;;145,36;145,18;144,40;144,88;145,51;145,51;145,51;145,51;144,95;145,16;145,16;144,95;121,49;121,19;121,19;121,19;121,32;121,32;121,32;121,32;121,15;121,15;121,15;121,15;97,60;97,60;97,60;97,59;97,57;97,57;97,57;97,57;97,56;97,56;97,56;97,56;97,55;97,55;97,55;97,55;97,53;97,54;97,54;97,54;80,45;80,45;80,45;80,45;80,52;80,52;80,52;80,52;80,49;80,49;80,49;80,49;80,47;80,47;80,47;80,46;80,48;80,48;80,49;80,49;80,49;77,46;77,46;77,46;77,46;77,43;77,42
2008-Q3;;;;;;;;;;;;;;;150,72;150,35;150,69;150,41;150,41;150,41;150,41;148,94;148,72;148,72;148,79;124,10;123,80;123,80;123,80;123,64;123,64;123,64;123,64;123,62;123,62;123,62;123,62;99,17;99,17;99,17;99,20;99,23;99,23;99,23;99,23;99,25;99,25;99,25;99,25;99,27;99,27;99,27;99,27;99,24;99,24;99,24;99,24;81,90;81,90;81,90;81,90;81,94;81,94;81,94;81,94;81,94;81,94;81,94;81,94;81,95;81,95;81,95;81,94;81,96;81,96;81,96;81,96;81,96;78,90;78,90;78,90;78,90;78,87;78,87
2008-Q4;;;;;;;;;;;;;;;;144,98;144,50;144,15;144,15;144,15;144,15;142,28;142,27;142,27;142,48;119,15;118,86;118,86;118,86;119,12;119,12;119,12;119,12;119,41;119,41;119,41;119,41;96,16;96,16;96,16;96,16;96,13;96,13;96,13;96,13;96,12;96,12;96,12;96,13;96,08;96,08;96,08;96,08;96,08;96,08;96,08;96,08;79,30;79,30;79,30;79,30;79,29;79,29;79,29;79,29;79,32;79,32;79,32;79,32;79,34;79,34;79,34;79,33;79,32;79,32;79,32;79,32;79,32;76,27;76,27;76,27;76,27;76,21;76,20
2009-Q1;;;;;;;;;;;;;;;;;136,76;136,49;136,03;136,31;135,33;134,65;134,66;134,66;134,60;113,26;112,99;112,99;112,99;114,50;114,50;114,50;114,50;114,48;114,48;114,48;114,48;90,37;90,37;90,37;90,33;90,30;90,30;90,30;90,30;90,30;90,30;90,30;90,30;90,34;90,34;90,34;90,34;90,35;90,34;90,34;90,34;74,57;74,57;74,57;74,57;74,58;74,58;74,58;74,58;74,57;74,57;74,57;74,57;74,58;74,58;74,59;74,61;74,62;74,62;74,61;74,61;74,61;71,57;71,57;71,57;71,57;71,55;71,55
2009-Q2;;;;;;;;;;;;;;;;;;129,48;128,67;129,36;128,81;128,24;128,47;128,47;128,23;107,11;106,85;106,85;106,85;108,51;108,51;108,51;108,51;108,70;108,70;108,70;108,70;85,72;85,72;85,72;85,72;85,72;85,72;85,72;85,72;85,71;85,71;85,71;85,71;85,79;85,79;85,79;85,79;85,78;85,79;85,79;85,79;70,72;70,72;70,72;70,72;70,72;70,72;70,72;70,72;70,74;70,74;70,74;70,74;70,78;70,78;70,77;70,75;70,76;70,76;70,77;70,77;70,77;67,95;67,95;67,95;67,95;67,93;67,92
2009-Q3;;;;;;;;;;;;;;;;;;;135,07;136,07;134,86;133,94;133,70;133,70;133,76;111,79;111,52;111,52;111,52;112,78;112,78;112,78;112,78;112,95;112,95;112,95;112,95;88,89;88,89;88,89;88,93;89,00;89,00;89,00;89,00;89,03;89,03;89,03;89,03;89,06;89,06;89,06;89,06;89,04;89,04;89,04;89,04;73,34;73,34;73,34;73,34;73,36;73,36;73,36;73,36;73,37;73,37;73,37;73,37;73,37;73,37;73,37;73,36;73,39;73,39;73,38;73,38;73,38;70,29;70,29;70,29;70,29;70,26;70,26
2009-Q4;;;;;;;;;;;;;;;;;;;;133,58;132,68;131,56;131,56;131,56;131,79;110,68;110,41;110,41;110,41;112,30;112,30;112,30;112,30;112,83;112,83;112,83;112,83;88,83;88,83;88,83;88,84;88,76;88,76;88,76;88,76;88,76;88,76;88,76;88,75;88,62;88,62;88,62;88,62;88,61;88,60;88,60;88,60;72,92;72,92;72,92;72,92;72,94;72,94;72,94;72,94;72,95;72,95;72,95;72,95;72,94;72,94;72,93;72,93;72,94;72,94;72,94;72,94;72,94;69,68;69,68;69,68;69,68;69,63;69,63
2010-Q1;;;;;;;;;;;;;;;;;;;;;140,76;140,31;140,12;138,80;140,61;117,08;116,80;116,80;116,80;118,69;118,69;118,69;118,69;120,20;120,20;120,20;120,20;94,38;94,38;94,38;94,30;94,23;94,23;94,23;94,23;94,21;94,21;94,21;94,22;94,27;94,27;94,27;94,27;94,29;94,28;94,28;94,28;77,65;77,65;77,65;77,65;77,67;77,67;77,67;77,67;77,65;77,65;77,65;77,65;77,66;77,66;77,68;77,69;77,71;77,71;77,71;77,71;77,71;74,26;74,26;74,26;74,26;74,24;74,24
2010-Q2;;;;;;;;;;;;;;;;;;;;;;150,20;151,01;149,79;150,64;124,31;124,01;124,01;124,01;125,20;125,20;125,20;125,20;126,97;126,97;126,97;126,97;100,87;100,87;100,87;100,86;100,86;100,86;100,87;100,87;100,86;100,86;100,86;100,86;100,94;100,94;100,94;100,94;100,92;100,94;100,94;100,94;83,31;83,31;83,31;83,31;83,33;83,33;83,33;83,33;83,34;83,34;83,34;83,34;83,34;83,35;83,35;83,33;83,33;83,33;83,34;83,34;83,34;79,64;79,64;79,64;79,64;79,59;79,58
2010-Q3;;;;;;;;;;;;;;;;;;;;;;;153,93;151,83;151,87;125,40;125,09;125,09;125,09;125,42;125,42;125,42;125,42;127,27;127,27;127,27;127,27;100,61;100,61;100,61;100,67;100,81;100,81;100,82;100,82;100,83;100,83;100,83;100,83;100,90;100,90;100,90;100,90;100,88;100,87;100,87;100,87;83,10;83,10;83,10;83,10;83,13;83,13;83,13;83,13;83,15;83,15;83,15;83,15;83,15;83,15;83,15;83,14;83,16;83,16;83,16;83,16;83,16;79,42;79,42;79,42;79,42;79,37;79,38
2010-Q4;;;;;;;;;;;;;;;;;;;;;;;;153,26;153,08;126,99;126,68;126,68;126,68;127,46;127,46;127,46;127,46;129,65;129,65;129,65;129,65;102,69;102,69;102,69;102,72;102,59;102,59;102,58;102,58;102,58;102,58;102,58;102,57;102,37;102,37;102,37;102,37;102,35;102,33;102,33;102,33;84,32;84,32;84,32;84,32;84,35;84,35;84,35;84,35;84,36;84,36;84,36;84,36;84,34;84,33;84,33;84,34;84,34;84,34;84,34;84,34;84,34;80,40;80,40;80,40;80,40;80,34;80,35
2011-Q1;;;;;;;;;;;;;;;;;;;;;;;;;155,32;129,10;127,95;127,95;128,27;130,41;130,41;130,41;130,41;132,81;132,81;132,81;132,81;105,24;105,24;105,24;105,10;104,88;104,88;104,88;104,88;104,82;104,82;104,82;104,83;104,89;104,89;104,89;104,89;104,91;104,90;104,90;104,90;86,72;86,72;86,72;86,72;86,75;86,75;86,75;86,75;86,73;86,73;86,73;86,73;86,73;86,73;86,75;86,77;86,78;86,78;86,78;86,78;86,78;82,44;82,44;82,44;82,44;82,41;82,41
2011-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;133,24;131,65;131,64;132,55;133,27;133,27;133,27;133,27;134,89;134,89;134,89;134,89;107,50;107,50;107,50;107,50;107,39;107,39;107,41;107,41;107,41;107,41;107,41;107,41;107,50;107,50;107,50;107,50;107,47;107,51;107,51;107,51;88,94;88,94;88,94;88,94;88,95;88,95;88,95;88,95;88,97;88,97;88,97;88,97;88,99;88,99;88,98;88,96;88,97;88,97;88,97;88,97;88,97;84,49;84,49;84,49;84,49;84,43;84,42
2011-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;135,13;135,18;135,77;135,55;135,55;135,55;135,55;136,99;136,99;136,99;136,99;107,37;107,37;107,37;107,47;107,50;107,50;107,52;107,52;107,52;107,52;107,52;107,53;107,66;107,66;107,66;107,66;107,62;107,61;107,61;107,61;88,93;88,93;88,93;88,93;88,97;88,97;88,97;88,97;88,99;88,99;88,99;88,99;88,99;88,99;88,99;88,98;89,00;89,00;89,00;89,00;89,00;84,48;84,48;84,48;84,48;84,45;84,46
2011-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;134,79;134,70;134,98;134,98;134,98;134,98;137,28;137,28;137,28;137,28;107,41;107,41;107,41;107,46;107,20;107,20;107,15;107,15;107,22;107,22;107,22;107,20;106,93;106,93;106,93;106,93;106,93;106,91;106,91;106,91;88,28;88,28;88,28;88,28;88,28;88,28;88,28;88,28;88,29;88,29;88,29;88,29;88,30;88,30;88,29;88,30;88,29;88,29;88,29;88,29;88,29;83,66;83,66;83,66;83,66;83,62;83,62
2012-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;134,73;134,74;133,99;133,99;134,75;137,48;137,48;137,48;137,48;107,58;107,58;107,58;107,39;106,60;106,60;106,60;106,60;106,79;106,79;106,79;106,82;106,88;106,88;106,88;106,88;106,91;106,89;106,89;106,89;88,52;88,52;88,52;88,52;88,56;88,56;88,56;88,56;88,54;88,54;88,54;88,54;88,51;88,51;88,54;88,54;88,57;88,57;88,57;88,57;88,57;83,63;83,63;83,63;83,63;83,60;83,60
2012-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;137,63;136,99;137,05;137,80;138,46;138,46;138,46;138,46;107,23;107,23;107,23;107,24;106,73;106,73;106,76;106,76;107,14;107,14;107,14;107,12;107,24;107,24;107,24;107,24;107,21;107,26;107,26;107,26;88,74;88,73;88,73;88,73;88,72;88,72;88,72;88,72;88,77;88,77;88,77;88,77;88,79;88,79;88,78;88,77;88,78;88,78;88,78;88,78;88,78;83,91;83,91;83,91;83,91;83,85;83,84
2012-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;138,42;137,92;138,65;138,54;138,54;138,54;138,54;107,06;107,06;107,06;107,19;106,99;106,99;107,03;107,03;107,33;107,33;107,33;107,35;107,58;107,58;107,58;107,58;107,54;107,52;107,52;107,52;88,94;88,94;88,94;88,94;89,00;89,00;89,00;89,00;89,01;89,01;89,01;89,01;89,05;89,04;89,04;89,03;89,05;89,05;89,05;89,05;89,05;84,16;84,16;84,16;84,16;84,12;84,13
2012-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;137,03;136,83;137,34;137,34;137,34;137,34;107,28;107,28;107,28;107,35;106,94;106,94;106,86;106,86;107,21;107,21;107,21;107,19;106,84;106,84;106,84;106,84;106,84;106,82;106,82;106,82;88,56;88,56;88,56;88,56;88,53;88,53;88,53;88,53;88,54;88,54;88,54;88,54;88,58;88,58;88,57;88,58;88,55;88,55;88,55;88,55;88,55;83,49;83,49;83,49;83,49;83,46;83,47
2013-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;133,92;136,77;136,57;136,60;137,66;108,62;108,62;108,62;108,38;107,88;107,88;107,89;107,89;108,04;108,04;108,04;108,11;108,20;108,20;108,20;108,20;108,32;108,30;108,30;108,30;89,17;89,17;89,17;89,17;89,17;89,17;89,17;89,17;89,19;89,19;89,19;89,19;89,19;89,19;89,21;89,22;89,21;89,21;89,21;89,21;89,21;83,68;83,68;83,68;83,68;83,66;83,65
2013-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;139,56;139,21;139,24;139,72;109,99;109,99;109,99;110,01;109,50;109,50;109,55;109,55;109,93;109,93;109,93;109,89;109,88;109,88;109,88;109,88;109,83;109,90;109,90;109,90;90,76;90,76;90,76;90,76;90,74;90,74;90,74;90,74;90,78;90,78;90,78;90,78;90,78;90,78;90,78;90,78;90,79;90,79;90,79;90,79;90,79;85,11;85,11;85,11;85,11;85,04;85,03
2013-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140,34;140,40;140,82;111,84;111,84;111,84;111,99;111,41;111,41;111,46;111,46;111,77;111,77;111,77;111,79;111,76;111,76;111,76;111,76;111,69;111,65;111,65;111,65;92,28;92,28;92,28;92,28;92,39;92,39;92,39;92,39;92,38;92,38;92,38;92,38;92,41;92,41;92,39;92,38;92,42;92,42;92,42;92,42;92,42;86,39;86,39;86,39;86,39;86,34;86,36
2013-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;141,29;142,63;112,64;112,64;112,64;112,72;112,03;112,03;111,92;111,92;112,65;112,65;112,65;112,61;111,96;111,96;111,96;111,96;111,94;111,92;111,92;111,92;92,46;92,47;92,47;92,47;92,43;92,43;92,43;92,43;92,42;92,42;92,42;92,42;92,48;92,48;92,47;92,48;92,46;92,46;92,46;92,46;92,46;86,41;86,41;86,41;86,41;86,39;86,40
2014-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;145,78;113,15;112,58;112,36;112,93;112,65;112,65;112,66;112,66;112,84;112,84;112,84;112,93;112,26;112,26;112,26;112,26;112,49;112,48;112,48;112,48;92,82;92,82;92,82;92,82;92,82;92,82;92,82;92,82;92,83;92,83;92,83;92,83;92,80;92,80;92,85;92,85;92,84;92,84;92,84;92,84;92,84;86,57;86,57;86,57;86,57;86,53;86,53
2014-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114,97;113,84;113,72;113,76;113,63;113,63;113,70;113,70;114,60;114,60;114,60;114,55;113,86;113,86;113,86;113,86;113,85;113,94;113,94;113,94;94,36;94,33;94,33;94,33;94,27;94,27;94,27;94,27;94,36;94,36;94,36;94,36;94,36;94,36;94,37;94,38;94,39;94,39;94,38;94,38;94,38;88,01;88,01;88,01;88,01;87,95;87,93
2014-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115,75;115,24;114,67;114,08;114,08;114,14;114,14;114,74;114,74;114,74;114,76;114,60;114,60;114,60;114,60;114,53;114,47;114,47;114,47;94,91;94,92;94,92;94,92;95,04;95,04;95,04;95,04;95,03;95,03;95,03;95,03;95,10;95,09;95,05;95,04;95,08;95,08;95,08;95,08;95,08;88,53;88,53;88,53;88,53;88,50;88,51
2014-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116,43;116,80;116,68;116,68;116,53;116,53;117,87;117,87;117,87;117,82;116,66;116,66;116,66;116,66;116,81;116,79;116,79;116,79;96,72;96,74;96,74;96,74;96,71;96,71;96,71;96,71;96,67;96,67;96,67;96,67;96,72;96,72;96,71;96,74;96,71;96,71;96,71;96,71;96,71;90,12;90,12;90,12;90,12;90,10;90,10
2015-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118,51;118,89;119,10;119,14;119,14;119,57;119,57;119,57;119,68;119,02;119,02;119,02;119,02;119,38;119,38;119,38;119,38;98,59;98,60;98,60;98,60;98,57;98,57;98,57;98,57;98,62;98,62;98,62;98,62;98,58;98,58;98,64;98,63;98,63;98,63;98,63;98,63;98,63;91,73;91,73;91,73;91,73;91,72;91,71
2015-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119,82;119,68;119,80;119,80;120,10;120,10;120,10;120,04;119,46;119,46;119,46;119,46;119,42;119,53;119,53;119,53;99,26;99,20;99,20;99,20;99,11;99,11;99,11;99,11;99,22;99,22;99,22;99,22;99,16;99,18;99,18;99,20;99,20;99,20;99,19;99,19;99,19;91,95;91,95;91,95;91,95;91,86;91,85
2015-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121,05;121,11;121,11;121,45;121,45;121,45;121,48;120,83;120,83;120,83;120,83;120,82;120,74;120,74;120,74;100,15;100,18;100,18;100,18;100,29;100,29;100,29;100,29;100,32;100,32;100,32;100,32;100,41;100,40;100,34;100,30;100,38;100,38;100,39;100,39;100,39;92,85;92,85;92,85;92,85;92,81;92,82
2015-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121,72;121,74;122,14;122,14;122,14;122,06;121,66;121,66;121,66;121,66;121,88;121,85;121,85;121,85;101,17;101,19;101,19;101,19;101,18;101,18;101,18;101,18;101,05;101,05;101,05;101,05;101,09;101,08;101,07;101,11;101,09;101,09;101,09;101,09;101,09;93,90;93,90;93,90;93,90;93,84;93,85
