"";24.05.2005;23.08.2005;22.11.2005;22.02.2006;23.05.2006;24.08.2006;23.11.2006;22.02.2007;24.05.2007;23.08.2007;22.11.2007;26.02.2008;27.05.2008;26.08.2008;25.11.2008;25.02.2009;26.05.2009;25.08.2009;24.11.2009;24.02.2010;21.05.2010;24.08.2010;23.11.2010;24.02.2011;24.05.2011;01.09.2011;24.11.2011;24.02.2012;24.05.2012;23.08.2012;23.11.2012;22.02.2013;24.05.2013;23.08.2013;22.11.2013;25.02.2014;23.05.2014;01.09.2014;25.11.2014;24.02.2015;22.05.2015;25.08.2015;24.11.2015;23.02.2016;24.05.2016;24.08.2016;24.11.2016;23.02.2017;23.05.2017;25.08.2017;23.11.2017;23.02.2018;24.05.2018;24.08.2018;23.11.2018;22.02.2019;23.05.2019;27.08.2019;22.11.2019;25.02.2020;25.05.2020;25.08.2020;24.11.2020;24.02.2021;25.05.2021;24.08.2021;25.11.2021;25.02.2022;25.05.2022;25.08.2022;25.11.2022;24.02.2023;25.05.2023;25.08.2023;12.10.2023;24.11.2023;23.02.2024;24.05.2024;30.08.2024;22.11.2024;25.02.2025;23.05.2025;22.08.2025;25.11.2025
2016-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123,44;123,75;124,00;123,86;123,90;123,73;123,73;123,73;123,73;124,41;124,42;124,42;124,42;103,14;103,15;103,15;103,15;103,19;103,19;103,19;103,19;103,32;103,32;103,32;103,32;103,29;103,29;103,40;103,38;103,36;103,36;103,36;103,36;103,36;95,57;95,57;95,57;95,57;95,57;95,56
2016-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123,66;124,12;124,01;124,17;123,54;123,54;123,54;123,54;123,82;123,95;123,95;123,95;103,07;102,98;102,98;102,98;103,14;103,14;103,14;103,14;103,17;103,17;103,17;103,17;102,98;103,00;103,03;103,07;103,08;103,08;103,07;103,07;103,07;95,06;95,06;95,06;95,06;94,94;94,93
2016-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124,32;124,55;124,93;124,45;124,45;124,45;124,45;124,59;124,47;124,47;124,47;103,46;103,51;103,51;103,51;103,76;103,76;103,76;103,76;103,82;103,82;103,82;103,82;104,03;104,02;103,86;103,80;103,92;103,92;103,94;103,94;103,94;95,60;95,60;95,60;95,60;95,56;95,57
2016-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;128,37;128,04;127,58;127,58;127,58;127,58;127,88;127,85;127,85;127,85;106,41;106,44;106,44;106,44;106,61;106,61;106,61;106,61;106,39;106,39;106,39;106,39;106,44;106,43;106,43;106,48;106,40;106,40;106,41;106,41;106,41;97,69;97,69;97,69;97,69;97,65;97,65
2017-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;128,55;128,09;128,09;128,11;128,27;129,21;129,22;129,22;129,22;107,23;107,25;107,25;107,25;107,41;107,41;107,41;107,41;107,42;107,42;107,42;107,42;107,34;107,36;107,53;107,51;107,50;107,50;107,50;107,50;107,50;98,01;98,01;98,01;98,01;98,06;98,04
2017-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130,26;131,16;131,22;131,35;131,48;131,64;131,64;131,64;110,13;110,01;110,01;110,01;110,18;110,18;110,18;110,18;110,24;110,24;110,24;110,24;109,94;109,98;110,07;110,13;110,15;110,15;110,12;110,12;110,12;100,53;100,53;100,53;100,53;100,53;100,51
2017-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132,33;132,71;132,72;132,47;132,31;132,31;132,31;110,04;110,11;110,11;110,11;110,43;110,43;110,43;110,43;110,43;110,43;110,43;110,43;110,85;110,81;110,50;110,42;110,57;110,57;110,61;110,61;110,61;100,62;100,62;100,62;100,62;100,67;100,69
2017-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;135,35;135,15;134,20;134,17;134,17;134,17;112,26;112,29;112,29;112,29;112,77;112,77;112,77;112,77;112,40;112,40;112,40;112,40;112,44;112,42;112,48;112,54;112,40;112,40;112,40;112,40;112,40;102,12;102,12;102,12;102,12;102,23;102,23
2018-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;133,67;133,92;133,81;133,76;133,77;111,85;111,87;111,87;111,87;112,08;112,08;112,08;112,08;112,27;112,27;112,27;112,27;112,41;112,46;112,69;112,69;112,65;112,65;112,64;112,64;112,64;103,73;103,73;103,73;103,73;103,82;103,80
2018-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;136,21;135,76;135,78;135,76;113,67;113,51;113,51;113,51;113,41;113,41;113,41;113,41;113,57;113,57;113,57;113,57;113,19;113,25;113,41;113,47;113,53;113,53;113,48;113,48;113,48;104,23;104,23;104,23;104,23;104,30;104,28
2018-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;137,48;137,49;137,53;114,94;115,04;115,04;115,04;115,46;115,46;115,46;115,46;115,79;115,79;115,79;115,79;116,53;116,46;115,93;115,81;116,02;116,02;116,09;116,09;116,09;106,63;106,63;106,63;106,63;106,70;106,74
2018-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;138,50;138,48;115,69;115,73;115,73;115,73;116,45;116,45;116,45;116,45;116,50;116,50;116,50;116,50;116,62;116,59;116,73;116,78;116,57;116,57;116,56;116,56;116,56;107,32;107,32;107,32;107,32;107,40;107,40
2019-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;139,42;116,78;116,61;116,29;117,37;117,55;117,55;117,55;117,55;117,89;117,89;117,89;117,89;118,04;118,12;118,42;118,44;118,90;118,90;118,88;118,88;118,88;108,99;108,99;108,99;108,99;109,12;109,11
2019-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116,46;116,49;115,99;116,98;117,12;117,12;117,12;117,12;117,44;117,44;117,44;117,44;116,99;117,06;117,27;117,35;118,01;118,01;117,93;117,93;117,93;107,95;107,95;107,95;107,95;107,99;107,95
2019-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116,57;115,57;116,58;117,07;117,07;117,07;117,07;117,73;117,73;117,73;117,73;118,59;118,49;117,76;117,60;118,43;118,43;118,54;118,54;118,54;109,54;109,54;109,54;109,54;109,52;109,57
2019-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117,04;116,71;117,42;117,42;117,42;117,42;118,31;118,31;118,31;118,31;118,32;118,28;118,49;118,56;118,92;118,92;118,92;118,92;118,92;110,25;110,25;110,25;110,25;110,31;110,32
2020-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114,89;115,19;115,23;115,05;116,08;116,59;116,59;116,59;116,59;116,63;116,73;117,09;117,15;117,82;117,82;117,79;117,79;117,79;108,36;108,36;108,36;108,36;108,21;108,20
2020-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,73;96,92;96,78;96,48;96,89;96,89;96,89;96,89;96,12;96,17;96,39;96,46;97,43;97,43;97,35;97,35;97,35;89,18;89,18;89,18;89,18;89,20;89,14
2020-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,70;105,49;105,38;105,88;105,88;105,88;105,88;106,80;106,69;105,85;105,68;106,66;106,66;106,77;106,77;106,77;98,71;98,71;98,71;98,71;98,69;98,74
2020-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109,40;108,84;108,74;108,74;108,74;108,74;109,34;109,29;109,55;109,58;110,14;110,14;110,14;110,14;110,14;102,31;102,31;102,31;102,31;102,45;102,46
2021-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;112,99;113,36;113,21;113,45;113,56;113,57;113,70;114,12;114,20;114,87;114,87;114,83;114,83;114,83;105,86;105,86;105,86;105,86;106,19;106,18
2021-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115,70;115,74;116,06;116,41;115,32;115,41;115,70;115,80;116,49;116,49;116,37;116,37;116,37;106,55;106,55;106,55;106,55;106,96;106,85
2021-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115,09;115,90;115,90;116,84;116,68;115,65;115,35;116,00;116,00;116,17;116,17;116,17;107,33;107,33;107,33;107,33;107,61;107,71
2021-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121,79;120,66;121,20;121,14;121,46;121,57;122,54;122,54;122,53;122,53;122,53;114,12;114,12;114,12;114,12;114,47;114,49
2022-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121,78;121,70;120,54;120,90;122,04;122,64;122,64;122,59;122,59;122,59;113,41;113,41;113,41;113,41;115,12;115,11
2022-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123,64;123,77;123,68;124,82;125,53;125,53;125,37;125,37;125,37;115,61;115,61;115,61;115,61;116,14;115,97
2022-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126,68;126,30;127,95;127,84;127,84;128,06;128,06;128,06;117,72;117,72;117,72;117,72;118,92;119,08
2022-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124,61;124,88;125,71;125,71;125,71;125,71;125,71;118,09;118,09;118,09;118,09;118,59;118,61
2023-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123,75;123,88;123,88;123,00;122,94;124,31;116,89;116,89;116,89;116,89;117,37;117,35
2023-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123,87;123,87;123,16;123,09;124,52;117,44;117,44;117,44;117,44;116,88;116,66
2023-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121,59;121,30;122,26;115,84;115,84;115,84;115,84;115,27;115,47
2023-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119,26;120,32;113,48;113,48;113,48;113,48;114,40;114,43
2024-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121,06;114,43;114,67;114,73;113,14;114,02;113,99
2024-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114,46;116,05;116,14;116,26;115,71;115,45
2024-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116,23;116,82;116,16;115,99;116,24
2024-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117,46;115,37;116,27;116,31
2025-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116,61;118,13;118,10
2025-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120,07;120,09
2025-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120,13
