"";24.05.2005;23.08.2005;22.11.2005;22.02.2006;23.05.2006;24.08.2006;23.11.2006;22.02.2007;24.05.2007;23.08.2007;22.11.2007;26.02.2008;27.05.2008;26.08.2008;25.11.2008;25.02.2009;26.05.2009;25.08.2009;24.11.2009;24.02.2010;21.05.2010;24.08.2010;23.11.2010;24.02.2011;24.05.2011;01.09.2011;24.11.2011;24.02.2012;24.05.2012;23.08.2012;23.11.2012;22.02.2013;24.05.2013;23.08.2013;22.11.2013;25.02.2014;23.05.2014;01.09.2014;25.11.2014;24.02.2015;22.05.2015;25.08.2015;24.11.2015;23.02.2016;24.05.2016;24.08.2016;24.11.2016;23.02.2017;23.05.2017;25.08.2017;23.11.2017;23.02.2018;24.05.2018;24.08.2018;23.11.2018;22.02.2019;23.05.2019;27.08.2019;22.11.2019;25.02.2020;25.05.2020;25.08.2020;24.11.2020;24.02.2021;25.05.2021;24.08.2021;25.11.2021;25.02.2022;25.05.2022;25.08.2022;25.11.2022;24.02.2023;25.05.2023;25.08.2023;12.10.2023;24.11.2023;23.02.2024;24.05.2024;30.08.2024;22.11.2024;25.02.2025;23.05.2025;22.08.2025;25.11.2025
1999-Q4;96,11;95,93;95,93;95,93;95,93;95,90;95,90;95,90;95,90;95,80;95,80;95,80;95,80;95,73;95,73;95,73;95,73;95,85;95,85;95,85;95,84;95,84;95,84;95,84;95,85;80,67;80,67;80,67;80,67;80,68;80,68;80,68;80,68;80,68;80,68;80,68;80,68;81,39;81,39;81,39;81,39;77,23;77,23;77,23;77,23;77,23;77,23;77,23;77,23;77,23;77,23;77,23;77,23;77,23;77,23;77,23;77,23;69,52;69,52;69,52;69,52;69,82;69,82;69,82;69,91;69,58;69,58;69,58;69,58;69,58;69,58;69,58;69,58;69,56;69,56;69,56;69,56;69,56;61,34;61,34;61,34;61,34;61,35;61,35
2000-Q1;98,72;98,72;98,72;98,72;98,72;99,08;99,08;99,08;99,08;99,34;99,34;99,34;99,34;99,40;99,40;99,40;99,40;98,93;98,93;98,93;98,93;98,93;98,93;98,93;98,93;82,28;82,28;82,28;82,28;82,28;82,28;82,28;82,28;82,28;82,28;82,28;82,28;82,07;82,07;82,07;82,07;77,93;77,93;77,93;77,93;77,93;77,93;77,93;77,93;77,93;77,93;77,93;77,93;77,93;77,93;77,93;77,93;70,04;70,04;70,04;70,04;69,80;69,80;69,80;69,69;69,96;69,96;69,96;69,96;69,96;69,96;69,96;69,96;69,97;69,97;69,97;69,97;69,97;62,18;62,18;62,18;62,18;62,18;62,18
2000-Q2;98,65;98,81;98,81;98,81;98,81;98,76;98,76;98,76;98,76;98,69;98,69;98,69;98,69;98,79;98,79;98,79;98,79;98,79;98,79;98,79;98,81;98,81;98,81;98,81;98,80;82,87;82,87;82,87;82,87;82,84;82,84;82,84;82,84;82,84;82,84;82,84;82,84;82,05;82,05;82,05;82,05;78,14;78,14;78,14;78,14;78,14;78,14;78,14;78,14;78,13;78,13;78,13;78,13;78,13;78,13;78,13;78,13;69,76;69,76;69,76;69,76;69,71;69,71;69,71;69,71;69,80;69,80;69,80;69,80;69,80;69,80;69,80;69,80;69,81;69,81;69,81;69,81;69,81;62,20;62,20;62,20;62,20;62,20;62,20
2000-Q3;100,01;100,16;100,16;100,16;100,16;99,86;99,86;99,86;99,86;99,86;99,86;99,86;99,86;99,86;99,86;99,86;99,86;100,17;100,17;100,17;100,18;100,18;100,18;100,18;100,18;83,55;83,55;83,55;83,55;83,55;83,55;83,55;83,55;83,56;83,56;83,56;83,56;82,78;82,78;82,78;82,78;78,81;78,81;78,81;78,81;78,80;78,80;78,80;78,80;78,81;78,81;78,81;78,81;78,80;78,80;78,80;78,80;69,87;69,87;69,87;69,87;69,95;69,95;69,95;69,97;70,01;70,01;70,01;70,01;70,01;70,01;70,01;70,01;70,03;70,03;70,03;70,03;70,03;62,31;62,31;62,31;62,31;62,31;62,31
2000-Q4;102,61;102,28;102,28;102,28;102,28;102,28;102,28;102,28;102,28;102,08;102,08;102,08;102,08;101,93;101,93;101,93;101,93;102,09;102,09;102,09;102,06;102,06;102,06;102,06;102,07;85,03;85,03;85,03;85,03;85,04;85,04;85,04;85,04;85,04;85,04;85,04;85,04;85,25;85,25;85,25;85,25;81,20;81,20;81,20;81,20;81,21;81,21;81,21;81,21;81,21;81,21;81,21;81,21;81,22;81,22;81,22;81,22;70,75;70,75;70,75;70,75;71,06;71,06;71,06;71,16;70,77;70,77;70,77;70,77;70,77;70,77;70,77;70,77;70,72;70,72;70,72;70,72;70,72;62,64;62,64;62,64;62,64;62,64;62,64
2001-Q1;105,23;105,25;105,25;105,25;105,25;105,81;105,81;105,81;105,81;105,95;105,95;105,95;105,95;106,07;106,07;106,07;106,07;105,61;105,61;105,61;105,61;105,61;105,61;105,61;105,61;87,25;87,25;87,25;87,25;87,26;87,26;87,26;87,26;87,26;87,26;87,26;87,26;86,32;86,32;86,32;86,32;81,92;81,92;81,92;81,92;81,92;81,92;81,92;81,92;81,92;81,92;81,92;81,92;81,93;81,93;81,93;81,93;72,77;72,77;72,77;72,77;72,53;72,53;72,53;72,44;72,73;72,73;72,73;72,73;72,73;72,73;72,73;72,73;72,75;72,75;72,75;72,75;72,75;64,84;64,84;64,84;64,84;64,84;64,84
2001-Q2;105,80;106,02;106,02;106,02;106,02;105,88;105,88;105,88;105,88;105,87;105,87;105,87;105,87;105,96;105,96;105,96;105,96;105,95;105,95;105,95;106,00;106,00;106,00;106,00;105,99;87,41;87,41;87,41;87,41;87,39;87,39;87,39;87,39;87,40;87,40;87,40;87,40;87,48;87,48;87,48;87,48;82,94;82,94;82,94;82,94;82,94;82,94;82,94;82,94;82,92;82,92;82,92;82,92;82,92;82,92;82,92;82,92;73,28;73,28;73,28;73,28;73,26;73,26;73,26;73,25;73,34;73,34;73,34;73,34;73,34;73,34;73,34;73,34;73,36;73,36;73,36;73,36;73,36;65,21;65,21;65,21;65,21;65,21;65,21
2001-Q3;105,84;106,06;106,06;106,06;106,06;105,62;105,62;105,62;105,62;105,76;105,76;105,76;105,76;105,83;105,83;105,83;105,83;106,16;106,16;106,16;106,17;106,18;106,18;106,18;106,18;87,55;87,55;87,55;87,55;87,56;87,56;87,56;87,56;87,56;87,56;87,56;87,56;87,85;87,85;87,85;87,85;83,24;83,24;83,24;83,24;83,23;83,23;83,23;83,23;83,25;83,25;83,25;83,25;83,24;83,24;83,24;83,24;73,33;73,33;73,33;73,33;73,41;73,41;73,41;73,42;73,43;73,43;73,43;73,43;73,43;73,43;73,43;73,43;73,46;73,46;73,46;73,46;73,46;65,39;65,39;65,39;65,39;65,39;65,39
2001-Q4;107,89;107,43;107,43;107,43;107,43;107,45;107,45;107,45;107,45;107,16;107,16;107,16;107,16;106,88;106,88;106,88;106,88;107,02;107,02;107,02;106,96;106,96;106,96;106,96;106,97;88,34;88,34;88,34;88,34;88,35;88,35;88,35;88,35;88,34;88,34;88,34;88,34;88,21;88,21;88,21;88,21;83,68;83,68;83,68;83,68;83,68;83,68;83,68;83,68;83,69;83,69;83,69;83,69;83,69;83,69;83,69;83,69;73,76;73,76;73,76;73,76;74,05;74,05;74,05;74,16;73,77;73,77;73,77;73,77;73,77;73,77;73,77;73,77;73,69;73,69;73,69;73,69;73,69;65,33;65,33;65,33;65,34;65,34;65,34
2002-Q1;106,19;106,28;106,28;106,28;106,28;107,11;107,11;107,11;107,11;107,05;107,05;107,05;107,05;107,23;107,23;107,23;107,23;106,91;106,91;106,91;106,93;106,92;106,92;106,92;106,92;87,86;87,86;87,86;87,86;87,86;87,86;87,86;87,86;87,86;87,86;87,86;87,86;88,03;88,03;88,03;88,03;83,43;83,43;83,43;83,43;83,44;83,44;83,44;83,44;83,44;83,44;83,44;83,44;83,44;83,44;83,44;83,44;72,60;72,60;72,60;72,60;72,41;72,41;72,41;72,31;72,59;72,59;72,59;72,59;72,60;72,60;72,60;72,60;72,63;72,63;72,63;72,63;72,63;64,59;64,59;64,59;64,59;64,58;64,58
2002-Q2;106,89;106,98;106,98;106,98;106,98;106,68;106,68;106,68;106,68;106,86;106,86;106,86;106,86;106,90;106,90;106,90;106,90;106,87;106,87;106,87;106,98;106,97;106,97;106,97;106,95;87,95;87,95;87,95;87,95;87,93;87,93;87,93;87,93;87,94;87,94;87,94;87,94;88,09;88,09;88,09;88,09;83,34;83,34;83,34;83,34;83,35;83,35;83,35;83,35;83,34;83,34;83,34;83,34;83,33;83,33;83,33;83,33;72,64;72,64;72,64;72,64;72,63;72,63;72,63;72,62;72,69;72,69;72,69;72,69;72,68;72,68;72,68;72,68;72,71;72,71;72,71;72,71;72,71;64,59;64,59;64,59;64,59;64,59;64,59
2002-Q3;107,81;107,90;107,90;107,90;107,90;107,15;107,15;107,15;107,15;107,44;107,44;107,44;107,44;107,64;107,64;107,64;107,64;107,91;107,91;107,91;107,94;107,94;107,94;107,94;107,95;88,66;88,66;88,66;88,66;88,66;88,66;88,66;88,66;88,67;88,67;88,67;88,67;87,85;87,85;87,85;87,85;83,24;83,24;83,24;83,24;83,23;83,23;83,23;83,23;83,24;83,24;83,24;83,24;83,24;83,24;83,24;83,24;72,74;72,74;72,74;72,74;72,83;72,83;72,83;72,82;72,79;72,79;72,79;72,79;72,79;72,79;72,79;72,79;72,82;72,82;72,82;72,82;72,82;64,80;64,80;64,80;64,80;64,80;64,80
2002-Q4;109,85;109,07;109,07;109,07;109,07;109,30;109,30;109,30;109,30;108,87;108,87;108,87;108,87;108,45;108,45;108,45;108,45;108,54;108,54;108,54;108,39;108,39;108,39;108,39;108,41;89,50;89,50;89,50;89,50;89,51;89,51;89,51;89,51;89,49;89,49;89,49;89,49;87,70;87,70;87,70;87,70;83,28;83,28;83,28;83,28;83,28;83,28;83,28;83,28;83,28;83,28;83,28;83,28;83,29;83,29;83,29;83,29;73,21;73,21;73,21;73,21;73,45;73,45;73,45;73,56;73,24;73,24;73,24;73,24;73,24;73,24;73,24;73,24;73,15;73,15;73,15;73,15;73,15;65,09;65,09;65,09;65,09;65,09;65,09
2003-Q1;109,87;109,67;109,67;109,67;109,67;108,72;108,72;108,72;108,72;108,48;108,48;108,48;108,48;108,67;108,67;108,67;108,67;108,58;108,58;108,58;108,64;108,64;108,64;108,64;108,63;89,55;89,55;89,55;89,55;89,51;89,51;89,51;89,51;89,50;89,50;89,50;89,50;87,42;87,42;87,42;87,42;83,00;83,00;83,00;83,00;82,99;82,99;82,99;82,99;83,00;83,00;83,00;83,00;83,00;83,00;83,00;83,00;71,09;71,09;71,09;71,09;70,97;70,97;70,97;70,88;71,11;71,12;71,12;71,12;71,12;71,12;71,12;71,12;71,15;71,15;71,15;71,15;71,15;63,40;63,40;63,40;63,40;63,40;63,40
2003-Q2;110,23;109,94;109,94;109,94;109,94;109,10;109,10;109,10;109,10;109,55;109,55;109,55;109,55;109,54;109,54;109,54;109,54;109,49;109,49;109,49;109,68;109,65;109,65;109,65;109,62;89,56;89,56;89,56;89,56;89,55;89,55;89,55;89,55;89,58;89,58;89,58;89,58;87,04;87,04;87,04;87,04;82,77;82,77;82,77;82,77;82,77;82,77;82,77;82,77;82,76;82,76;82,76;82,76;82,75;82,75;82,75;82,75;71,49;71,49;71,49;71,49;71,48;71,48;71,48;71,48;71,50;71,50;71,50;71,50;71,50;71,50;71,50;71,50;71,53;71,53;71,53;71,53;71,53;63,45;63,45;63,45;63,45;63,45;63,45
2003-Q3;111,68;111,40;111,40;111,40;111,40;110,47;110,47;110,47;110,47;110,53;110,53;110,53;110,53;110,89;110,89;110,89;110,89;111,04;111,04;111,04;111,08;111,10;111,10;111,10;111,10;89,77;89,77;89,77;89,77;89,78;89,78;89,78;89,78;89,78;89,78;89,78;89,78;86,85;86,85;86,85;86,85;82,78;82,78;82,78;82,78;82,77;82,77;82,77;82,77;82,78;82,78;82,78;82,78;82,78;82,78;82,78;82,78;71,99;71,99;71,99;71,99;72,09;72,09;72,09;72,09;71,99;71,99;71,99;71,99;71,99;71,99;71,99;71,99;72,02;72,02;72,02;72,02;72,02;63,79;63,79;63,79;63,79;63,79;63,79
2003-Q4;114,38;113,38;113,38;113,38;113,38;112,61;112,61;112,61;112,61;112,15;112,15;112,15;112,15;111,63;111,63;111,63;111,63;111,61;111,61;111,61;111,32;111,33;111,33;111,33;111,36;90,41;90,41;90,41;90,41;90,43;90,43;90,43;90,43;90,41;90,41;90,41;90,41;86,64;86,64;86,64;86,64;82,66;82,66;82,66;82,66;82,67;82,67;82,67;82,67;82,67;82,67;82,67;82,67;82,68;82,68;82,68;82,68;71,70;71,70;71,70;71,70;71,86;71,86;71,86;71,94;71,78;71,78;71,78;71,78;71,78;71,78;71,78;71,78;71,70;71,70;71,70;71,70;71,70;64,16;64,16;64,16;64,16;64,16;64,16
2004-Q1;111,82;111,87;111,87;111,87;111,87;111,85;111,85;111,85;111,85;112,18;112,18;112,18;112,18;110,77;110,77;110,77;110,77;110,91;110,91;110,91;111,14;111,13;111,13;111,13;111,11;92,53;92,53;92,53;92,53;92,45;92,45;92,45;92,45;92,44;92,44;92,44;92,44;88,41;88,41;88,41;88,41;84,48;84,48;84,48;84,48;84,47;84,47;84,47;84,47;84,48;84,48;84,48;84,48;84,48;84,48;84,48;84,48;72,25;72,25;72,25;72,25;72,20;72,20;72,20;72,15;72,25;72,25;72,25;72,25;72,25;72,25;72,25;72,25;72,28;72,28;72,28;72,28;72,28;64,01;64,01;64,01;64,01;64,02;64,02
2004-Q2;112,06;112,28;112,28;112,28;112,28;110,16;110,16;110,16;110,16;111,96;111,96;111,96;111,96;111,14;111,14;111,14;111,14;111,11;111,11;111,11;111,37;111,34;111,34;111,34;111,28;94,56;94,56;94,56;94,56;94,59;94,59;94,59;94,59;94,63;94,63;94,63;94,63;88,40;88,40;88,40;88,40;84,48;84,48;84,48;84,48;84,47;84,47;84,47;84,47;84,46;84,46;84,46;84,46;84,45;84,45;84,45;84,45;72,32;72,32;72,32;72,32;72,30;72,30;72,30;72,30;72,29;72,29;72,29;72,29;72,29;72,29;72,29;72,29;72,31;72,31;72,31;72,31;72,31;64,32;64,32;64,32;64,32;64,32;64,32
2004-Q3;113,16;113,23;113,23;113,23;113,23;111,48;111,48;111,48;111,48;113,09;113,09;113,09;113,09;112,99;112,99;112,99;112,99;112,98;112,98;112,98;113,00;113,04;113,04;113,04;113,05;95,48;95,48;95,48;95,48;95,52;95,52;95,52;95,52;95,52;95,52;95,52;95,52;88,76;88,76;88,76;88,76;84,96;84,96;84,96;84,96;84,95;84,95;84,95;84,95;84,97;84,97;84,97;84,97;84,96;84,96;84,96;84,96;72,72;72,72;72,72;72,72;72,81;72,81;72,81;72,80;72,69;72,69;72,69;72,69;72,69;72,69;72,69;72,69;72,70;72,70;72,70;72,70;72,70;64,68;64,68;64,68;64,68;64,67;64,67
2004-Q4;113,65;115,02;115,02;115,02;115,02;112,83;112,83;112,83;112,83;112,72;112,72;112,72;112,72;111,80;111,80;111,80;111,80;111,70;111,70;111,70;111,19;111,20;111,20;111,20;111,26;94,76;94,76;94,76;94,76;94,79;94,79;94,79;94,79;94,74;94,74;94,74;94,74;87,90;87,90;87,90;87,90;84,36;84,36;84,36;84,36;84,38;84,38;84,38;84,38;84,37;84,37;84,37;84,37;84,39;84,39;84,39;84,39;72,52;72,52;72,52;72,52;72,64;72,64;72,64;72,69;72,72;72,72;72,72;72,72;72,72;72,72;72,72;72,72;72,65;72,65;72,65;72,65;72,65;64,91;64,91;64,91;64,90;64,90;64,90
2005-Q1;114,71;114,40;114,40;114,38;114,38;113,31;113,31;113,31;113,31;115,25;115,25;115,25;115,25;113,83;113,83;113,83;113,83;113,90;113,90;113,90;114,44;114,42;114,42;114,42;114,37;97,41;97,41;97,41;97,41;97,28;97,28;97,28;97,28;97,22;97,22;97,22;97,22;88,60;88,60;88,60;88,60;85,39;85,39;85,39;85,39;85,38;85,38;85,38;85,38;85,38;85,38;85,38;85,38;85,38;85,38;85,38;85,38;72,79;72,79;72,79;72,79;72,77;72,77;72,77;72,75;72,70;72,70;72,70;72,70;72,70;72,70;72,70;72,70;72,72;72,72;72,72;72,72;72,72;64,55;64,55;64,55;64,55;64,55;64,55
2005-Q2;;114,80;114,80;114,78;114,78;116,47;116,47;116,47;116,47;117,66;117,66;117,66;117,66;115,94;115,94;115,94;115,94;115,83;115,83;115,83;116,10;116,05;116,05;116,05;115,96;99,99;99,99;99,99;99,99;100,04;100,04;100,04;100,04;100,14;100,14;100,14;100,14;88,92;88,92;88,92;88,92;85,76;85,76;85,76;85,76;85,76;85,76;85,76;85,76;85,75;85,75;85,75;85,75;85,74;85,74;85,74;85,74;73,21;73,21;73,21;73,21;73,20;73,20;73,20;73,20;73,18;73,18;73,18;73,18;73,18;73,18;73,18;73,18;73,19;73,19;73,19;73,19;73,19;64,85;64,85;64,85;64,85;64,86;64,86
2005-Q3;;;115,46;115,44;115,44;118,45;118,45;118,45;118,45;118,83;118,83;118,83;118,83;117,37;117,37;117,37;117,37;117,25;117,25;117,25;117,19;117,24;117,24;117,24;117,27;101,20;101,20;101,20;101,20;101,25;101,25;101,25;101,25;101,28;101,28;101,28;101,28;89,00;89,00;89,00;89,00;86,00;86,00;86,00;86,00;86,00;86,00;86,00;86,00;86,02;86,02;86,02;86,02;86,01;86,01;86,01;86,01;73,32;73,32;73,32;73,32;73,38;73,38;73,38;73,37;73,30;73,30;73,30;73,30;73,30;73,30;73,30;73,30;73,30;73,30;73,30;73,30;73,30;65,14;65,14;65,14;65,14;65,14;65,14
2005-Q4;;;;116,00;116,00;119,07;119,07;119,07;119,07;120,01;120,01;120,01;120,01;121,54;121,54;121,54;121,54;121,53;121,53;121,53;120,77;120,79;120,79;120,79;120,90;101,40;101,40;101,40;101,40;101,45;101,45;101,45;101,45;101,38;101,38;101,38;101,38;88,78;88,78;88,78;88,78;86,24;86,24;86,24;86,24;86,27;86,27;86,27;86,27;86,26;86,26;86,26;86,26;86,28;86,28;86,28;86,28;72,95;72,95;72,95;72,95;73,03;73,03;73,03;73,06;73,21;73,21;73,21;73,21;73,21;73,21;73,21;73,21;73,17;73,17;73,17;73,17;73,17;65,54;65,54;65,54;65,54;65,53;65,53
2006-Q1;;;;;117,83;118,87;119,98;120,52;120,52;121,51;121,51;121,51;121,51;123,20;123,20;123,20;123,20;124,98;124,98;124,98;125,89;125,85;125,85;125,85;125,75;105,74;105,74;105,74;105,74;105,56;105,56;105,56;105,56;105,45;105,45;105,45;105,45;91,65;91,65;91,65;91,65;89,21;89,21;89,21;89,21;89,19;89,19;89,19;89,19;89,19;89,19;89,19;89,19;89,19;89,19;89,19;89,19;76,01;76,01;76,01;76,01;76,01;76,01;76,01;76,01;75,88;75,88;75,88;75,88;75,88;75,88;75,88;75,88;75,89;75,89;75,89;75,89;75,89;67,17;67,17;67,17;67,17;67,17;67,17
2006-Q2;;;;;;120,81;121,93;122,65;122,65;124,64;124,64;124,64;124,64;125,58;125,58;125,58;125,58;127,23;127,23;127,23;127,51;127,26;127,26;127,26;127,14;108,06;108,06;108,06;108,06;108,08;108,08;108,08;108,08;108,27;108,27;108,27;108,27;92,00;92,00;92,00;92,00;89,87;89,87;89,87;89,87;89,86;89,86;89,86;89,86;89,85;89,85;89,85;89,85;89,84;89,84;89,84;89,84;76,11;76,11;76,11;76,11;76,12;76,12;76,12;76,11;76,11;76,11;76,11;76,11;76,11;76,11;76,11;76,11;76,12;76,12;76,12;76,12;76,12;67,69;67,69;67,69;67,69;67,70;67,70
2006-Q3;;;;;;;123,42;124,13;124,13;126,99;126,99;126,99;126,99;127,46;127,46;127,46;127,46;128,06;128,06;128,06;127,88;127,77;127,77;127,77;127,82;109,90;109,90;109,90;109,90;110,00;110,00;110,00;110,00;110,08;110,08;110,08;110,08;92,39;92,39;92,39;92,39;90,53;90,53;90,53;90,53;90,52;90,52;90,52;90,52;90,54;90,54;90,54;90,54;90,53;90,53;90,53;90,53;76,08;76,08;76,08;76,08;76,12;76,12;76,12;76,12;76,11;76,11;76,11;76,11;76,11;76,11;76,11;76,11;76,11;76,11;76,11;76,11;76,11;67,96;67,96;67,96;67,96;67,98;67,98
2006-Q4;;;;;;;;127,49;127,49;130,13;130,13;130,13;130,13;130,09;130,09;130,09;130,09;130,07;130,07;130,07;129,06;129,29;129,29;129,29;129,46;112,27;112,27;112,27;112,27;112,33;112,33;112,33;112,33;112,17;112,17;112,17;112,17;93,29;93,29;93,29;93,29;91,57;91,57;91,57;91,57;91,60;91,60;91,60;91,60;91,59;91,59;91,59;91,59;91,61;91,61;91,61;91,61;76,70;76,70;76,70;76,70;76,79;76,79;76,79;76,80;76,93;76,93;76,93;76,93;76,93;76,93;76,93;76,93;76,92;76,92;76,92;76,92;76,92;68,55;68,55;68,55;68,55;68,53;68,53
2007-Q1;;;;;;;;;128,77;126,44;126,44;126,98;126,98;128,94;128,94;128,94;128,94;129,10;129,10;129,10;130,35;130,35;130,35;130,35;130,18;112,89;112,89;112,89;112,89;112,61;112,61;112,61;112,61;112,45;112,45;112,45;112,45;94,54;94,54;94,54;94,54;92,23;92,23;92,23;92,23;92,19;92,19;92,19;92,19;92,19;92,19;92,19;92,19;92,19;92,19;92,19;92,19;78,70;78,70;78,70;78,70;78,71;78,71;78,71;78,71;78,64;78,64;78,64;78,64;78,64;78,64;78,64;78,64;78,64;78,64;78,64;78,64;78,64;69,91;69,91;69,91;69,91;69,91;69,91
2007-Q2;;;;;;;;;;130,39;130,97;132,09;132,09;136,40;136,40;136,40;136,40;135,55;135,55;135,55;135,85;135,81;135,81;135,81;135,65;114,42;114,42;114,42;114,42;114,42;114,42;114,42;114,42;114,71;114,71;114,71;114,71;95,54;95,54;95,54;95,54;93,39;93,39;93,39;93,39;93,37;93,37;93,37;93,37;93,37;93,37;93,37;93,37;93,35;93,35;93,35;93,35;79,15;79,15;79,15;79,15;79,16;79,16;79,16;79,15;79,18;79,18;79,18;79,18;79,18;79,18;79,18;79,18;79,19;79,19;79,19;79,19;79,19;70,59;70,59;70,59;70,59;70,59;70,59
2007-Q3;;;;;;;;;;;134,69;136,00;136,00;139,51;139,51;139,51;139,51;137,71;137,71;137,71;137,40;137,72;137,72;137,72;137,81;117,34;117,34;117,34;117,34;117,52;117,52;117,52;117,52;117,67;117,67;117,67;117,67;96,28;96,28;96,28;96,28;94,38;94,38;94,38;94,38;94,37;94,37;94,37;94,37;94,39;94,39;94,39;94,39;94,38;94,38;94,38;94,38;79,73;79,73;79,73;79,73;79,75;79,75;79,75;79,76;79,80;79,80;79,80;79,80;79,80;79,80;79,80;79,80;79,80;79,80;79,80;79,80;79,80;70,86;70,86;70,86;70,86;70,87;70,87
2007-Q4;;;;;;;;;;;;141,38;141,38;141,97;141,97;141,97;141,97;141,39;141,39;141,39;140,15;140,82;140,82;140,82;141,07;123,00;123,00;123,00;123,00;123,09;123,09;123,09;123,09;122,81;122,81;122,81;122,81;96,91;96,91;96,91;96,91;96,04;96,04;96,04;96,04;96,10;96,10;96,10;96,10;96,07;96,07;96,07;96,07;96,11;96,11;96,11;96,11;80,41;80,41;80,41;80,41;80,48;80,48;80,48;80,49;80,49;80,49;80,49;80,49;80,49;80,49;80,49;80,49;80,48;80,48;80,48;80,48;80,48;71,67;71,67;71,67;71,66;71,65;71,65
2008-Q1;;;;;;;;;;;;;136,58;140,34;139,75;139,74;139,74;137,87;137,87;137,87;139,37;140,47;140,47;140,47;140,23;120,82;120,82;120,82;120,82;120,22;120,22;120,22;120,22;120,04;120,04;120,04;120,04;96,62;96,62;96,62;96,62;95,96;95,96;95,96;95,96;95,91;95,91;95,91;95,91;95,92;95,92;95,92;95,92;95,92;95,92;95,92;95,92;82,50;82,50;82,50;82,50;82,52;82,52;82,52;82,53;82,60;82,59;82,59;82,59;82,59;82,59;82,59;82,59;82,60;82,60;82,60;82,60;82,60;73,65;73,65;73,65;73,65;73,63;73,63
2008-Q2;;;;;;;;;;;;;;144,64;144,64;144,43;144,23;141,76;141,76;141,76;142,16;143,96;143,96;143,96;143,75;123,79;123,79;123,79;123,79;122,90;122,90;122,90;122,90;123,29;123,29;123,29;123,29;97,77;97,77;97,77;97,77;98,14;98,14;98,14;98,14;98,12;98,12;98,12;98,12;98,12;98,12;98,12;98,12;98,11;98,11;98,11;98,11;83,72;83,72;83,72;83,72;83,74;83,74;83,74;83,73;83,80;83,80;83,80;83,80;83,80;83,80;83,80;83,80;83,81;83,81;83,81;83,81;83,81;74,35;74,35;74,35;74,35;74,35;74,35
2008-Q3;;;;;;;;;;;;;;;148,39;148,18;147,98;145,13;145,13;145,13;144,71;146,73;146,73;146,73;146,85;126,30;126,30;126,30;126,30;125,77;125,77;125,77;125,77;125,96;125,96;125,96;125,96;98,53;98,53;98,53;98,53;99,31;99,31;99,31;99,31;99,29;99,29;99,29;99,29;99,32;99,32;99,32;99,32;99,29;99,29;99,29;99,29;84,16;84,16;84,16;84,16;84,19;84,19;84,19;84,19;84,22;84,22;84,22;84,22;84,22;84,22;84,22;84,22;84,22;84,22;84,22;84,22;84,22;74,73;74,73;74,73;74,73;74,74;74,74
2008-Q4;;;;;;;;;;;;;;;;150,75;150,55;148,06;148,06;148,06;146,58;148,73;148,73;148,73;149,06;129,47;129,47;129,47;129,47;127,81;127,81;127,81;127,81;127,41;127,41;127,41;127,41;99,65;99,65;99,65;99,65;100,23;100,23;100,23;100,23;100,32;100,32;100,32;100,32;100,29;100,29;100,29;100,29;100,32;100,32;100,32;100,32;84,95;84,95;84,95;84,95;85,02;85,02;85,02;85,01;84,85;84,85;84,85;84,85;84,85;84,85;84,85;84,85;84,84;84,84;84,84;84,84;84,84;75,72;75,72;75,72;75,72;75,74;75,74
2009-Q1;;;;;;;;;;;;;;;;;154,53;147,61;147,61;144,09;145,98;148,94;148,94;148,94;148,61;123,18;123,18;123,18;123,18;119,27;119,27;119,27;119,27;119,46;119,46;119,46;119,46;97,72;97,72;97,72;97,72;97,45;97,45;97,45;97,45;97,39;97,39;97,39;97,39;97,38;97,38;97,38;97,38;97,41;97,41;97,41;97,41;83,79;83,79;83,79;83,79;83,81;83,81;83,81;83,82;84,07;84,06;84,06;84,06;84,06;84,06;84,06;84,06;84,08;84,08;84,08;84,08;84,08;73,72;73,72;73,72;73,73;73,66;73,66
2009-Q2;;;;;;;;;;;;;;;;;;151,04;151,04;147,93;148,41;151,01;151,01;151,01;150,77;125,12;125,12;125,12;125,12;119,16;119,16;119,16;119,16;119,41;119,41;119,41;119,41;98,40;98,40;98,40;98,40;98,41;98,41;98,41;98,41;98,41;98,41;98,41;98,41;98,40;98,40;98,40;98,40;98,40;98,40;98,40;98,40;84,74;84,74;84,74;84,74;84,78;84,78;84,78;84,78;84,87;84,87;84,87;84,87;84,87;84,87;84,87;84,87;84,87;84,87;84,87;84,87;84,87;74,79;74,79;74,79;74,79;74,79;74,79
2009-Q3;;;;;;;;;;;;;;;;;;;154,98;152,49;151,96;154,79;154,79;154,79;154,98;127,39;127,39;127,39;127,39;120,59;120,59;120,59;120,59;120,80;120,80;120,80;120,80;99,46;99,46;99,46;99,46;99,54;99,54;99,54;99,54;99,47;99,47;99,47;99,47;99,51;99,51;99,51;99,51;99,47;99,47;99,47;99,47;85,92;85,92;85,92;85,92;85,96;85,96;85,96;85,95;85,95;85,95;85,95;85,95;85,95;85,95;85,95;85,95;85,94;85,94;85,94;85,94;85,94;75,07;75,07;75,07;75,07;75,07;75,07
