"";24.05.2005;23.08.2005;22.11.2005;22.02.2006;23.05.2006;24.08.2006;23.11.2006;22.02.2007;24.05.2007;23.08.2007;22.11.2007;26.02.2008;27.05.2008;26.08.2008;25.11.2008;25.02.2009;26.05.2009;25.08.2009;24.11.2009;24.02.2010;21.05.2010;24.08.2010;23.11.2010;24.02.2011;24.05.2011;01.09.2011;24.11.2011;24.02.2012;24.05.2012;23.08.2012;23.11.2012;22.02.2013;24.05.2013;23.08.2013;22.11.2013;25.02.2014;23.05.2014;01.09.2014;25.11.2014;24.02.2015;22.05.2015;25.08.2015;24.11.2015;23.02.2016;24.05.2016;24.08.2016;24.11.2016;23.02.2017;23.05.2017;25.08.2017;23.11.2017;23.02.2018;24.05.2018;24.08.2018;23.11.2018;22.02.2019;23.05.2019;27.08.2019;22.11.2019;25.02.2020;25.05.2020;25.08.2020;24.11.2020;24.02.2021;25.05.2021;24.08.2021;25.11.2021;25.02.2022;25.05.2022;25.08.2022;25.11.2022;24.02.2023;25.05.2023;25.08.2023;12.10.2023;24.11.2023;23.02.2024;24.05.2024;30.08.2024;22.11.2024;25.02.2025;23.05.2025;22.08.2025;25.11.2025
2013-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106,23;106,88;106,92;106,92;106,91;103,20;103,30;103,30;103,14;102,29;102,29;102,29;102,29;102,88;102,88;102,88;102,88;102,77;102,77;102,77;102,76;102,76;102,77;102,74;102,78;96,74;96,74;96,74;96,74;96,72;96,72;96,72;96,72;96,73;96,73;96,73;96,73;96,76;96,76;96,77;96,77;96,76;96,76;96,76;96,76;96,76;96,43;96,43;96,47;96,47;96,42;96,42
2013-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,39;107,58;107,58;107,64;103,86;103,93;103,93;103,94;102,95;102,95;102,95;102,95;103,56;103,56;103,56;103,56;103,45;103,45;103,45;103,43;103,41;103,40;103,36;103,35;97,28;97,28;97,26;97,26;97,22;97,22;97,22;97,22;97,23;97,23;97,23;97,23;97,21;97,22;97,22;97,22;97,22;97,22;97,20;97,20;97,20;97,30;97,30;97,29;97,29;97,31;97,31
2013-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,69;107,79;107,98;104,55;104,21;104,21;104,53;103,62;103,62;103,62;103,62;104,00;104,00;104,00;104,00;104,08;104,08;104,08;104,09;103,96;103,96;104,03;104,01;97,52;97,52;97,50;97,50;97,48;97,48;97,48;97,48;97,49;97,49;97,49;97,49;97,48;97,49;97,46;97,46;97,48;97,48;97,49;97,49;97,49;97,66;97,66;97,65;97,65;97,68;97,68
2013-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,71;107,66;103,74;103,90;103,90;103,73;103,19;103,19;103,19;103,19;103,68;103,68;103,68;103,68;103,34;103,34;103,34;103,36;103,64;103,64;103,64;103,64;97,26;97,26;97,28;97,28;97,26;97,26;97,26;97,26;97,27;97,27;97,27;97,27;97,25;97,25;97,27;97,27;97,26;97,26;97,25;97,25;97,25;97,02;97,02;97,00;97,00;97,00;97,00
2014-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108,40;104,54;104,47;104,57;104,54;103,52;103,52;103,52;103,52;103,97;103,97;103,97;103,97;103,97;103,97;103,97;103,95;103,91;103,91;103,88;103,91;97,62;97,62;97,62;97,62;97,59;97,59;97,59;97,59;97,62;97,62;97,62;97,62;97,62;97,62;97,64;97,64;97,63;97,63;97,63;97,63;97,63;97,29;97,29;97,33;97,33;97,28;97,28
2014-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104,65;104,58;104,52;104,56;103,46;103,46;103,46;103,46;104,15;104,15;104,15;104,15;104,05;104,05;104,05;104,01;104,06;104,06;104,00;103,98;97,73;97,73;97,72;97,72;97,68;97,68;97,68;97,68;97,68;97,68;97,68;97,68;97,68;97,69;97,68;97,68;97,69;97,69;97,68;97,68;97,68;97,68;97,68;97,66;97,66;97,69;97,69
2014-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,34;105,31;105,28;104,13;104,13;104,13;104,13;104,59;104,59;104,59;104,59;104,68;104,68;104,68;104,69;104,79;104,79;104,85;104,83;98,51;98,51;98,50;98,50;98,48;98,48;98,48;98,48;98,49;98,49;98,49;98,49;98,48;98,48;98,46;98,46;98,46;98,46;98,47;98,47;98,47;98,41;98,41;98,41;98,41;98,45;98,45
2014-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106,10;106,02;105,13;105,13;105,13;105,13;105,39;105,39;105,39;105,39;105,24;105,24;105,24;105,28;105,40;105,40;105,42;105,42;99,05;99,05;99,08;99,08;99,08;99,08;99,08;99,08;99,06;99,06;99,06;99,06;99,10;99,09;99,10;99,10;99,08;99,08;99,09;99,09;99,09;98,99;98,99;98,96;98,96;98,93;98,93
2015-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106,66;105,50;105,50;105,50;105,49;105,78;105,78;105,78;105,78;105,47;105,47;105,47;105,45;105,37;105,37;105,35;105,35;99,17;99,17;99,16;99,16;99,07;99,07;99,07;99,07;99,08;99,08;99,08;99,08;99,13;99,13;99,15;99,15;99,12;99,12;99,12;99,12;99,12;99,35;99,35;99,38;99,38;99,35;99,35
2015-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,68;105,64;105,63;105,60;106,25;106,25;106,25;106,25;105,76;105,76;105,76;105,71;105,76;105,76;105,69;105,65;99,81;99,81;99,80;99,80;99,74;99,74;99,74;99,74;99,77;99,77;99,77;99,77;99,72;99,75;99,74;99,74;99,78;99,78;99,75;99,75;99,75;99,81;99,81;99,82;99,82;99,84;99,84
2015-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106,25;106,31;106,42;106,84;106,84;106,84;106,84;106,40;106,40;106,40;106,40;106,47;106,47;106,52;106,53;100,45;100,45;100,43;100,43;100,45;100,45;100,45;100,45;100,45;100,45;100,45;100,45;100,43;100,42;100,40;100,40;100,41;100,41;100,42;100,42;100,42;100,40;100,40;100,41;100,41;100,45;100,45
2015-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106,59;106,87;107,22;107,22;107,22;107,22;107,02;107,02;107,02;107,08;107,11;107,11;107,16;107,18;100,62;100,62;100,66;100,66;100,76;100,76;100,76;100,76;100,75;100,75;100,75;100,75;100,77;100,75;100,77;100,77;100,76;100,76;100,78;100,78;100,78;101,34;101,34;101,29;101,29;101,27;101,27
2016-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,32;107,59;107,88;108,01;107,96;107,64;107,64;107,64;107,61;107,74;107,74;107,71;107,65;101,58;101,58;101,59;101,59;101,68;101,68;101,68;101,68;101,69;101,69;101,69;101,69;101,72;101,74;101,76;101,76;101,74;101,74;101,74;101,74;101,74;101,93;101,93;101,95;101,95;101,93;101,93
2016-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,82;108,09;108,26;108,34;107,81;107,81;107,81;107,72;107,81;107,81;107,72;107,66;101,79;101,79;101,78;101,78;101,90;101,90;101,90;101,90;101,91;101,91;101,91;101,91;101,86;101,91;101,89;101,89;101,96;101,96;101,91;101,91;101,91;101,71;101,71;101,73;101,73;101,77;101,77
2016-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108,52;108,53;108,87;108,22;108,22;108,22;108,22;108,16;108,16;108,22;108,24;102,23;102,23;102,18;102,18;102,41;102,41;102,41;102,41;102,40;102,40;102,40;102,40;102,39;102,37;102,32;102,32;102,33;102,33;102,35;102,35;102,35;102,18;102,18;102,20;102,20;102,25;102,25
2016-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108,90;109,04;108,90;108,90;108,90;109,02;108,87;108,87;108,95;109,04;102,65;102,65;102,70;102,70;102,95;102,95;102,95;102,95;102,92;102,92;102,92;102,92;102,98;102,95;103,00;103,00;102,95;102,95;102,99;102,99;102,99;103,16;103,16;103,10;103,10;103,04;103,04
2017-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109,37;109,32;109,81;109,78;109,60;109,63;109,63;109,59;109,43;103,01;103,01;103,04;103,04;103,21;103,21;103,21;103,21;103,15;103,15;103,15;103,15;103,21;103,23;103,27;103,27;103,24;103,24;103,24;103,24;103,24;103,29;103,29;103,30;103,30;103,31;103,31
2017-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110,23;110,84;110,77;110,44;110,47;110,47;110,34;110,26;103,36;103,36;103,37;103,37;103,66;103,66;103,66;103,66;103,54;103,54;103,54;103,54;103,48;103,58;103,53;103,53;103,63;103,63;103,53;103,53;103,53;104,07;104,07;104,10;104,10;104,16;104,16
2017-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110,69;110,55;110,49;110,55;110,55;110,64;110,70;103,96;103,96;103,87;103,87;104,34;104,34;104,34;104,34;104,23;104,23;104,23;104,23;104,19;104,13;104,03;104,03;104,06;104,06;104,10;104,10;104,10;103,97;103,97;104,01;104,01;104,06;104,06
2017-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110,56;110,56;110,78;110,79;110,88;111,06;104,63;104,63;104,69;104,69;105,12;105,12;105,12;105,12;105,04;105,04;105,04;105,04;105,09;105,02;105,13;105,13;105,04;105,04;105,09;105,09;105,09;105,15;105,15;105,07;105,07;104,95;104,95
2018-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111,05;111,36;111,32;111,32;111,29;104,72;104,72;104,77;104,77;105,35;105,35;105,35;105,35;105,16;105,16;105,16;105,16;105,25;105,29;105,37;105,37;105,33;105,33;105,33;105,33;105,33;105,12;105,12;105,11;105,11;105,15;105,15
2018-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111,70;111,69;111,55;111,62;104,95;104,95;104,95;104,95;105,52;105,52;105,52;105,52;105,33;105,33;105,33;105,33;105,28;105,43;105,35;105,35;105,49;105,49;105,33;105,33;105,33;105,36;105,36;105,41;105,41;105,49;105,49
2018-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111,40;111,21;111,46;104,99;104,99;104,85;104,85;105,47;105,47;105,47;105,47;105,28;105,28;105,28;105,28;105,25;105,16;104,98;104,98;105,02;105,02;105,10;105,10;105,10;105,26;105,26;105,31;105,31;105,38;105,38
2018-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111,45;111,75;105,44;105,44;105,53;105,53;106,26;106,26;106,26;106,26;106,02;106,02;106,02;106,02;106,28;106,19;106,37;106,37;106,23;106,23;106,30;106,30;106,30;106,65;106,65;106,55;106,55;106,35;106,35
2019-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113,11;106,27;106,32;106,41;106,53;107,21;107,21;107,21;107,21;107,01;107,01;107,01;107,01;107,28;107,35;107,47;107,47;106,99;106,99;107,01;107,01;107,01;106,82;106,82;106,79;106,79;106,88;106,88
2019-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106,37;106,39;106,48;106,69;107,18;107,18;107,18;107,18;106,98;106,98;106,98;106,98;106,84;107,06;106,92;106,92;107,27;107,27;107,04;107,04;107,04;107,03;107,03;107,10;107,10;107,21;107,21
2019-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106,85;106,97;106,91;107,47;107,47;107,47;107,47;107,26;107,26;107,26;107,26;107,32;107,16;106,92;106,92;107,19;107,19;107,31;107,31;107,31;107,59;107,59;107,66;107,66;107,76;107,76
2019-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106,99;106,93;107,53;107,53;107,53;107,53;107,34;107,34;107,34;107,34;107,70;107,58;107,85;107,85;107,51;107,51;107,61;107,61;107,61;108,14;108,14;108,03;108,03;107,73;107,73
2020-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103,51;104,79;105,07;105,09;105,15;105,11;105,11;105,11;105,11;105,43;105,55;105,71;105,71;104,80;104,80;104,83;104,83;104,83;103,20;103,20;103,12;103,12;103,26;103,26
2020-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,35;93,38;93,55;93,06;92,97;92,97;92,97;92,97;93,45;93,70;93,52;93,52;93,53;93,53;93,25;93,25;93,25;92,12;92,12;92,22;92,22;92,30;92,30
2020-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103,48;103,61;103,51;103,62;103,62;103,62;103,62;103,77;103,55;103,23;103,23;103,30;103,30;103,44;103,44;103,44;102,73;102,73;102,81;102,81;102,95;102,95
2020-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,16;101,18;100,82;100,82;100,82;100,82;101,29;101,15;101,49;101,49;101,29;101,29;101,39;101,39;101,39;101,36;101,36;101,24;101,24;100,89;100,89
2021-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,76;95,58;95,48;95,57;95,37;96,38;96,53;96,74;96,74;97,44;97,44;97,50;97,50;97,50;97,34;97,34;97,23;97,23;97,31;97,31
2021-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,67;99,08;99,14;99,13;99,61;99,94;99,69;99,69;100,87;100,87;100,50;100,50;100,50;100,06;100,06;100,19;100,19;99,81;99,81
2021-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,23;105,10;105,36;105,30;104,99;104,58;104,58;105,27;105,27;105,46;105,46;105,46;104,95;104,95;105,07;105,07;104,66;104,66
2021-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103,26;103,94;104,28;104,09;104,55;104,55;105,36;105,36;105,49;105,49;105,49;106,08;106,08;105,96;105,96;105,37;105,37
2022-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103,80;105,13;105,00;105,27;106,01;105,96;105,96;106,04;106,04;106,04;107,54;107,54;107,38;107,38;108,26;108,26
2022-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,99;105,98;105,87;106,21;106,18;106,18;105,69;105,69;105,69;107,49;107,49;107,66;107,66;108,49;108,49
2022-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,08;106,58;107,51;106,96;106,96;107,22;107,22;107,22;108,90;108,90;109,03;109,03;109,29;109,29
2022-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,51;105,71;105,90;105,90;106,04;106,04;106,04;107,41;107,41;107,26;107,26;107,76;107,76
2023-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104,41;105,57;105,57;105,23;105,41;105,34;107,03;107,03;106,86;106,86;107,58;107,58
2023-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,62;105,62;105,39;105,63;105,62;107,87;107,87;108,07;108,07;108,55;108,55
2023-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,11;105,60;105,60;107,83;107,83;107,98;107,98;107,88;107,88
2023-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,85;106,05;107,80;107,80;107,63;107,63;107,79;107,79
2024-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,61;108,11;107,92;107,89;107,55;108,18;108,18
2024-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,87;107,36;107,73;107,65;108,31;108,31
2024-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,67;107,98;107,94;108,53;108,53
2024-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108,07;108,20;108,98;108,98
2025-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108,73;109,63;109,59
2025-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109,69;109,74
2025-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109,46
